                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.3257,                 2.5469,                 1.0544,                 1.2316,                 0.9915,                0.95264,                0.97804,                0.94603,                0.99106,                0.95008,                0.97386,                0.90586,                 0.2627,                 0.5181,                0.19995,                0.79875,               0.008284,               0.008284,               0.008284
                     55,                 1.3225,                 2.5404,                 1.0477,                 1.2312,                0.99198,                0.95193,                0.97762,                0.94626,                0.99102,                 0.9502,                0.97381,                0.90563,                 0.2619,                0.51854,                0.19927,                0.79855,               0.008251,               0.008251,               0.008251
                     56,                 1.3269,                 2.5457,                 1.0535,                  1.231,                0.99237,                0.95232,                0.97793,                0.94615,                0.99172,                   0.95,                0.97388,                0.90573,                 0.2615,                0.51826,                0.19863,                0.79835,               0.008218,               0.008218,               0.008218
                     57,                 1.3292,                 2.5499,                 1.0582,                  1.234,                0.99228,                 0.9522,                0.97808,                0.94645,                0.99256,                0.94993,                0.97429,                0.90622,                0.26139,                0.51805,                0.19872,                0.79817,               0.008185,               0.008185,               0.008185
                     58,                 1.3275,                 2.5468,                 1.0504,                 1.2309,                0.99125,                0.95321,                0.97813,                0.94659,                0.99178,                0.95023,                0.97406,                0.90646,                0.26126,                0.51689,                0.19827,                0.79816,               0.008152,               0.008152,               0.008152
                     59,                 1.3243,                 2.5438,                 1.0485,                 1.2308,                 0.9916,                0.95327,                0.97806,                0.94655,                0.99173,                 0.9505,                0.97404,                0.90667,                0.26096,                0.51714,                0.19771,                0.79801,               0.008119,               0.008119,               0.008119
                     60,                 1.3213,                  2.542,                 1.0462,                 1.2305,                 0.9913,                0.95364,                0.97825,                0.94617,                0.99119,                0.95101,                0.97414,                 0.9067,                0.26106,                0.51621,                0.19746,                0.79817,               0.008086,               0.008086,               0.008086
                     61,                 1.3184,                 2.5353,                 1.0435,                 1.2275,                0.99212,                0.95279,                0.97825,                0.94621,                0.99211,                0.95029,                 0.9743,                0.90693,                0.26097,                0.51629,                0.19725,                0.79804,               0.008053,               0.008053,               0.008053
                     62,                 1.3213,                 2.5364,                 1.0426,                 1.2282,                0.99176,                0.95315,                0.97803,                0.94667,                0.99153,                0.95082,                 0.9743,                0.90725,                0.26053,                0.51582,                0.19703,                0.79787,                0.00802,                0.00802,                0.00802
                     63,                 1.3211,                 2.5357,                 1.0413,                 1.2268,                0.99171,                0.95326,                0.97817,                0.94652,                0.99158,                0.95093,                0.97423,                0.90693,                0.26042,                0.51553,                 0.1968,                0.79782,               0.007987,               0.007987,               0.007987
                     64,                 1.3252,                 2.5393,                 1.0459,                 1.2295,                0.99195,                0.95318,                0.97785,                0.94656,                0.99151,                0.95073,                0.97404,                0.90678,                0.26043,                0.51563,                 0.1963,                0.79778,               0.007954,               0.007954,               0.007954
                     65,                 1.3124,                 2.5291,                  1.037,                 1.2233,                0.99148,                0.95346,                0.97819,                0.94676,                0.99117,                0.95079,                0.97416,                0.90648,                0.25998,                0.51514,                0.19627,                0.79772,               0.007921,               0.007921,               0.007921
                     66,                 1.3191,                 2.5284,                 1.0368,                 1.2233,                0.99157,                0.95353,                0.97799,                0.94657,                0.99105,                0.95104,                0.97428,                0.90658,                0.25948,                0.51507,                0.19614,                0.79753,               0.007888,               0.007888,               0.007888
                     67,                 1.3192,                 2.5281,                 1.0391,                 1.2264,                0.99181,                 0.9528,                0.97827,                0.94668,                0.99112,                0.95099,                0.97423,                0.90663,                0.25906,                0.51481,                0.19584,                0.79739,               0.007855,               0.007855,               0.007855
                     68,                 1.3168,                 2.5273,                 1.0376,                 1.2265,                0.99194,                0.95314,                 0.9783,                0.94692,                0.99126,                0.95093,                0.97441,                0.90657,                0.25876,                0.51465,                0.19547,                0.79725,               0.007822,               0.007822,               0.007822
                     69,                 1.3163,                 2.5297,                 1.0339,                 1.2243,                0.99166,                0.95314,                0.97846,                0.94697,                0.99144,                0.95086,                0.97446,                0.90651,                 0.2586,                0.51433,                0.19528,                0.79719,               0.007789,               0.007789,               0.007789
                     70,                 1.3194,                 2.5366,                 1.0382,                 1.2245,                0.99175,                0.95304,                0.97855,                0.94696,                0.99181,                0.95042,                0.97435,                0.90658,                0.25859,                0.51438,                0.19515,                 0.7971,               0.007756,               0.007756,               0.007756
                     71,                 1.3166,                 2.5252,                 1.0316,                 1.2209,                 0.9919,                0.95316,                0.97848,                 0.9472,                 0.9915,                0.95044,                0.97461,                0.90633,                0.25851,                0.51434,                0.19501,                0.79702,               0.007723,               0.007723,               0.007723
                     72,                 1.3199,                  2.531,                 1.0361,                 1.2234,                 0.9915,                0.95337,                0.97885,                0.94727,                0.99129,                0.95073,                0.97457,                0.90608,                0.25834,                0.51415,                 0.1949,                0.79692,                0.00769,                0.00769,                0.00769
                     73,                 1.3141,                 2.5239,                 1.0315,                 1.2216,                0.99155,                0.95335,                0.97875,                0.94726,                0.99151,                 0.9505,                0.97444,                0.90635,                0.25803,                0.51408,                0.19477,                0.79691,               0.007657,               0.007657,               0.007657
                     74,                 1.3137,                 2.5272,                 1.0301,                 1.2205,                0.99177,                0.95327,                0.97876,                0.94735,                0.99105,                0.95104,                0.97483,                0.90654,                0.25793,                 0.5139,                0.19455,                0.79688,               0.007624,               0.007624,               0.007624
                     75,                 1.3154,                 2.5261,                 1.0286,                 1.2224,                0.99173,                0.95337,                 0.9788,                0.94728,                0.99135,                0.95063,                0.97453,                0.90647,                0.25766,                0.51369,                0.19446,                0.79679,               0.007591,               0.007591,               0.007591
                     76,                 1.3189,                  2.525,                 1.0352,                 1.2231,                 0.9918,                0.95329,                0.97858,                0.94733,                0.99143,                 0.9505,                0.97463,                0.90663,                0.25747,                0.51325,                 0.1944,                0.79675,               0.007558,               0.007558,               0.007558
                     77,                 1.3076,                 2.5139,                 1.0239,                 1.2166,                0.99207,                0.95326,                 0.9785,                0.94738,                0.99153,                0.95042,                0.97473,                0.90686,                0.25745,                0.51304,                0.19426,                0.79674,               0.007525,               0.007525,               0.007525
                     78,                 1.3104,                 2.5142,                 1.0241,                 1.2172,                0.99202,                0.95341,                0.97854,                0.94739,                0.99182,                0.95051,                0.97455,                0.90688,                0.25745,                0.51291,                 0.1941,                0.79674,               0.007492,               0.007492,               0.007492
                     79,                 1.3124,                 2.5221,                 1.0247,                 1.2197,                0.99201,                0.95339,                0.97894,                0.94742,                0.99186,                0.95041,                0.97445,                0.90711,                0.25724,                0.51271,                0.19379,                0.79665,               0.007459,               0.007459,               0.007459
                     80,                 1.3092,                 2.5185,                 1.0262,                 1.2198,                0.99193,                0.95336,                0.97906,                0.94743,                0.99183,                0.95029,                0.97458,                0.90691,                0.25721,                0.51247,                0.19386,                0.79662,               0.007426,               0.007426,               0.007426
                     81,                 1.3089,                 2.5151,                 1.0233,                 1.2169,                0.99225,                 0.9534,                0.97905,                0.94751,                0.99177,                0.95041,                0.97449,                0.90686,                0.25697,                 0.5121,                0.19379,                0.79657,               0.007393,               0.007393,               0.007393
                     82,                 1.3047,                 2.5024,                 1.0153,                 1.2144,                0.99211,                0.95346,                0.97918,                0.94745,                0.99178,                0.95046,                0.97446,                0.90692,                0.25682,                0.51194,                0.19356,                0.79651,                0.00736,                0.00736,                0.00736
                     83,                 1.3132,                 2.5119,                 1.0209,                 1.2159,                0.99183,                0.95338,                0.97919,                0.94751,                0.99175,                0.95023,                0.97448,                0.90671,                0.25688,                0.51162,                0.19356,                0.79653,               0.007327,               0.007327,               0.007327
                     84,                 1.3037,                 2.5042,                 1.0163,                  1.213,                0.99191,                0.95324,                0.97928,                0.94775,                0.99183,                0.95036,                0.97455,                0.90682,                0.25685,                0.51154,                0.19358,                0.79653,               0.007294,               0.007294,               0.007294
                     85,                 1.3149,                 2.5204,                 1.0232,                 1.2182,                0.99185,                0.95362,                0.97927,                0.94752,                0.99166,                 0.9502,                0.97458,                0.90683,                0.25676,                0.51135,                 0.1934,                0.79647,               0.007261,               0.007261,               0.007261
                     86,                 1.3022,                 2.5068,                 1.0164,                 1.2133,                  0.992,                0.95337,                 0.9793,                0.94752,                0.99144,                0.95047,                 0.9747,                0.90692,                0.25656,                0.51108,                0.19307,                0.79645,               0.007228,               0.007228,               0.007228
                     87,                 1.3057,                  2.504,                 1.0176,                 1.2158,                0.99193,                 0.9536,                0.97933,                0.94748,                0.99151,                0.95035,                0.97472,                0.90678,                0.25658,                 0.5109,                0.19309,                0.79644,               0.007195,               0.007195,               0.007195
                     88,                 1.3039,                  2.506,                 1.0127,                 1.2117,                0.99174,                0.95376,                0.97925,                0.94749,                 0.9912,                0.95063,                 0.9747,                0.90688,                0.25643,                0.51056,                 0.1932,                0.79642,               0.007162,               0.007162,               0.007162
                     89,                 1.3037,                 2.5053,                 1.0142,                 1.2131,                0.99173,                0.95375,                0.97928,                0.94775,                0.99128,                0.95049,                0.97456,                0.90677,                0.25621,                0.51034,                0.19299,                0.79638,               0.007129,               0.007129,               0.007129
                     90,                 1.3057,                 2.5075,                 1.0108,                 1.2127,                0.99164,                0.95377,                0.97916,                0.94762,                0.99126,                0.95061,                0.97462,                0.90685,                0.25604,                0.51003,                0.19296,                0.79633,               0.007096,               0.007096,               0.007096
                     91,                 1.3047,                 2.5106,                 1.0139,                 1.2126,                0.99149,                0.95388,                 0.9794,                 0.9478,                0.99137,                0.95045,                 0.9746,                0.90706,                0.25591,                0.50983,                0.19264,                0.79631,               0.007063,               0.007063,               0.007063
                     92,                 1.3045,                 2.4996,                 1.0077,                 1.2117,                0.99142,                0.95412,                 0.9794,                0.94787,                0.99128,                0.95044,                0.97477,                0.90692,                0.25588,                0.50951,                0.19241,                0.79623,                0.00703,                0.00703,                0.00703
                     93,                 1.3012,                 2.4994,                 1.0083,                 1.2134,                0.99126,                0.95406,                 0.9794,                0.94792,                0.99168,                0.95011,                 0.9747,                0.90723,                0.25573,                0.50929,                0.19233,                0.79622,               0.006997,               0.006997,               0.006997
                     94,                 1.2969,                 2.4959,                 1.0037,                 1.2082,                0.99117,                0.95419,                0.97935,                0.94781,                0.99152,                0.95019,                0.97463,                0.90695,                0.25557,                0.50898,                0.19234,                0.79617,               0.006964,               0.006964,               0.006964
                     95,                 1.3026,                 2.5021,                 1.0093,                 1.2119,                0.99119,                0.95422,                0.97934,                0.94815,                0.99152,                0.95022,                0.97468,                  0.907,                0.25553,                0.50878,                0.19218,                0.79611,               0.006931,               0.006931,               0.006931
                     96,                 1.3003,                 2.4954,                 1.0031,                 1.2086,                0.99116,                0.95417,                0.97939,                0.94813,                0.99128,                 0.9502,                0.97473,                0.90698,                0.25556,                0.50866,                0.19216,                0.79614,               0.006898,               0.006898,               0.006898
                     97,                 1.2988,                 2.4976,                  1.006,                 1.2099,                0.99117,                0.95393,                0.97936,                0.94801,                0.99115,                0.95032,                0.97483,                 0.9072,                0.25551,                0.50833,                0.19233,                0.79612,               0.006865,               0.006865,               0.006865
                     98,                 1.3019,                 2.5009,                 1.0099,                 1.2111,                0.99116,                0.95405,                0.97939,                  0.948,                0.99136,                0.95027,                0.97486,                0.90718,                0.25535,                0.50828,                0.19195,                0.79607,               0.006832,               0.006832,               0.006832
                     99,                 1.2982,                 2.4889,                 1.0018,                 1.2071,                 0.9909,                0.95445,                 0.9793,                0.94792,                0.99141,                0.95006,                0.97483,                0.90734,                 0.2554,                0.50821,                0.19204,                 0.7961,               0.006799,               0.006799,               0.006799
                    100,                 1.2998,                  2.497,                 1.0056,                 1.2094,                0.99097,                0.95422,                0.97927,                0.94818,                0.99169,                0.94994,                0.97505,                0.90728,                0.25535,                0.50813,                0.19212,                0.79608,               0.006766,               0.006766,               0.006766
                    101,                  1.291,                 2.4835,                0.99572,                 1.2049,                0.99057,                0.95457,                 0.9793,                  0.948,                 0.9918,                0.94991,                0.97512,                0.90711,                0.25514,                0.50797,                  0.192,                0.79606,               0.006733,               0.006733,               0.006733
                    102,                 1.2949,                 2.4872,                 1.0016,                 1.2073,                0.99064,                0.95433,                0.97928,                0.94816,                0.99163,                0.94993,                0.97502,                0.90735,                0.25516,                0.50782,                0.19189,                0.79611,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.2961,                 2.4977,                 1.0058,                  1.208,                0.99044,                0.95421,                0.97928,                0.94816,                0.99132,                 0.9501,                0.97506,                 0.9073,                0.25506,                0.50772,                0.19186,                0.79609,               0.006667,               0.006667,               0.006667
                    104,                  1.295,                 2.4882,                 1.0022,                 1.2085,                0.99051,                0.95422,                0.97927,                0.94831,                0.99123,                0.95037,                0.97512,                0.90727,                0.25485,                0.50767,                0.19208,                0.79602,               0.006634,               0.006634,               0.006634
                    105,                 1.2918,                 2.4828,                 0.9963,                 1.2051,                0.99069,                 0.9543,                 0.9793,                0.94825,                0.99091,                0.95055,                0.97513,                0.90727,                0.25469,                0.50749,                0.19207,                0.79598,               0.006601,               0.006601,               0.006601
                    106,                 1.2992,                 2.4911,                 1.0002,                 1.2082,                 0.9906,                0.95427,                0.97932,                0.94834,                0.99125,                0.95024,                0.97518,                0.90684,                0.25454,                 0.5074,                0.19192,                0.79596,               0.006568,               0.006568,               0.006568
                    107,                 1.2933,                 2.4862,                0.99881,                 1.2054,                0.99074,                0.95428,                0.97939,                0.94834,                0.99131,                0.95025,                0.97521,                0.90708,                0.25434,                0.50714,                0.19173,                0.79591,               0.006535,               0.006535,               0.006535
                    108,                 1.2934,                 2.4873,                0.99733,                 1.2056,                0.99077,                0.95429,                0.97942,                 0.9484,                0.99141,                0.95016,                0.97523,                0.90724,                0.25427,                0.50689,                 0.1917,                0.79589,               0.006502,               0.006502,               0.006502
                    109,                  1.292,                 2.4896,                0.99567,                 1.2053,                0.99075,                0.95429,                0.97937,                 0.9485,                0.99131,                0.95036,                0.97516,                0.90708,                0.25419,                0.50668,                0.19156,                0.79589,               0.006469,               0.006469,               0.006469
                    110,                 1.2936,                 2.4822,                0.99407,                 1.2052,                0.99068,                0.95428,                0.97959,                0.94873,                0.99128,                0.95053,                0.97521,                0.90721,                0.25387,                0.50645,                0.19119,                0.79584,               0.006436,               0.006436,               0.006436
