                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.96836,                 2.0322,                 0.7895,                 1.2599,                   0.93,                 0.8219,                0.87058,                0.76543,                0.92118,                0.82064,                0.85622,                0.71757,                 0.4265,                0.80447,                 0.3927,                0.95228,               0.006601,               0.006601,               0.006601
                    106,                  0.994,                 2.0638,                0.80203,                 1.2753,                 0.9232,                0.82617,                0.86373,                0.76373,                0.91908,                0.82152,                 0.8544,                0.71728,                 0.4282,                0.81428,                0.39588,                0.94995,               0.006568,               0.006568,               0.006568
                    107,                0.98785,                 2.0562,                0.79709,                 1.2709,                0.91758,                0.82927,                0.86676,                0.76656,                0.91474,                0.82809,                 0.8552,                0.72232,                0.42274,                0.78799,                0.39388,                 0.9472,               0.006535,               0.006535,               0.006535
                    108,                0.97497,                 2.0364,                0.78991,                 1.2646,                0.90877,                0.83331,                0.86042,                 0.7602,                0.90706,                0.82697,                 0.8512,                0.71489,                0.43314,                0.82536,                0.40096,                0.95126,               0.006502,               0.006502,               0.006502
                    109,                 0.9846,                 2.0537,                0.79192,                 1.2663,                0.92254,                 0.8268,                0.86148,                0.76369,                0.91786,                0.82354,                0.85501,                0.71749,                0.42453,                0.80073,                0.39021,                 0.9481,               0.006469,               0.006469,               0.006469
                    110,                0.98049,                 2.0483,                0.79192,                 1.2656,                0.91554,                0.82842,                0.86552,                0.76429,                0.91222,                0.82443,                0.85607,                0.71665,                0.42358,                0.81015,                0.39065,                0.94955,               0.006436,               0.006436,               0.006436
                    111,                 0.9876,                 2.0526,                0.79727,                 1.2687,                0.92392,                0.82436,                0.86322,                0.76411,                0.92464,                0.82011,                0.85506,                0.72374,                0.41718,                0.79699,                0.39267,                0.94378,               0.006403,               0.006403,               0.006403
                    112,                0.98557,                 2.0579,                0.79532,                 1.2683,                0.91883,                0.82816,                0.85801,                0.76037,                0.91821,                0.82261,                0.84806,                0.71426,                0.42322,                0.80246,                0.39684,                0.94763,                0.00637,                0.00637,                0.00637
                    113,                0.97415,                 2.0232,                0.78842,                  1.263,                0.91575,                0.83264,                0.86238,                0.76226,                0.91321,                0.82722,                0.85269,                0.71379,                  0.419,                0.80568,                 0.3977,                0.94627,               0.006337,               0.006337,               0.006337
                    114,                0.99301,                 2.0604,                0.79456,                 1.2704,                0.91173,                0.83028,                0.86251,                0.76421,                0.92383,                 0.8167,                0.85532,                0.72173,                0.42384,                0.79426,                0.39256,                0.94865,               0.006304,               0.006304,               0.006304
                    115,                0.97369,                 2.0305,                 0.7827,                 1.2586,                0.91143,                0.83605,                0.86695,                0.76495,                0.91061,                0.83118,                0.85515,                0.71784,                0.41966,                0.81117,                0.39221,                 0.9483,               0.006271,               0.006271,               0.006271
                    116,                0.95924,                 2.0032,                0.77726,                 1.2535,                 0.9046,                0.83856,                0.86769,                0.76794,                0.89823,                0.83237,                0.85286,                0.71669,                0.41897,                0.79275,                0.39367,                0.94317,               0.006238,               0.006238,               0.006238
                    117,                0.98255,                 2.0248,                0.78445,                 1.2638,                0.91124,                0.83679,                0.86926,                0.77245,                0.91669,                0.82729,                0.85848,                 0.7275,                0.42007,                0.78303,                0.38826,                0.94556,               0.006205,               0.006205,               0.006205
                    118,                 0.9775,                 2.0293,                0.77889,                 1.2631,                0.92719,                0.82979,                0.87074,                0.76697,                0.92419,                0.81967,                0.85936,                0.72279,                0.41742,                0.79091,                0.38536,                0.94515,               0.006172,               0.006172,               0.006172
                    119,                0.97244,                  2.014,                0.78072,                 1.2604,                0.92043,                0.83633,                0.86917,                0.76788,                0.91243,                0.82675,                0.85472,                0.72053,                 0.4198,                0.78469,                0.38503,                0.94602,               0.006139,               0.006139,               0.006139
                    120,                 0.9815,                 2.0433,                 0.7846,                 1.2608,                0.91715,                0.82841,                0.86422,                0.76692,                0.90911,                0.82095,                0.85176,                0.71866,                0.41848,                0.80747,                0.38425,                0.94463,               0.006106,               0.006106,               0.006106
                    121,                0.97299,                 2.0227,                 0.7801,                 1.2527,                0.91453,                 0.8333,                0.86579,                0.76998,                0.91476,                0.83115,                0.85882,                0.72709,                0.41368,                0.77818,                0.38323,                0.94444,               0.006073,               0.006073,               0.006073
                    122,                0.97089,                 2.0311,                0.78222,                  1.259,                 0.9069,                 0.8361,                0.86422,                 0.7659,                0.91089,                0.82322,                0.85074,                0.71606,                0.41882,                0.78763,                0.38249,                0.94525,                0.00604,                0.00604,                0.00604
                    123,                0.97268,                 2.0233,                0.77606,                 1.2578,                0.91172,                0.83384,                0.86724,                0.76935,                0.90686,                0.82649,                0.85439,                0.71886,                0.41798,                 0.7834,                0.38082,                0.94508,               0.006007,               0.006007,               0.006007
                    124,                0.97392,                 2.0269,                 0.7785,                 1.2625,                0.92248,                0.82885,                0.86565,                0.76716,                0.92246,                0.82358,                0.85488,                0.71489,                0.41996,                0.78591,                0.38806,                0.94585,               0.005974,               0.005974,               0.005974
                    125,                0.97618,                  2.033,                0.78134,                 1.2595,                0.91087,                0.83784,                0.86975,                0.77095,                0.91868,                0.81914,                0.85362,                0.71875,                0.41752,                0.79592,                0.37918,                0.94611,               0.005941,               0.005941,               0.005941
                    126,                0.97001,                  2.025,                0.77972,                 1.2572,                0.92419,                0.82609,                0.87246,                0.77294,                0.92267,                0.82456,                0.86026,                0.72105,                0.41114,                 0.7992,                0.38001,                0.94274,               0.005908,               0.005908,               0.005908
                    127,                0.96952,                 2.0167,                0.77914,                 1.2534,                0.91373,                0.84279,                0.86895,                0.76907,                0.91368,                0.83108,                0.85601,                0.72791,                0.41535,                0.78326,                0.37974,                0.94038,               0.005875,               0.005875,               0.005875
                    128,                0.96263,                 1.9948,                0.76642,                 1.2508,                0.90378,                0.84492,                0.87106,                0.77028,                0.92281,                0.82097,                0.85521,                 0.7178,                0.41377,                0.76916,                0.38019,                 0.9451,               0.005842,               0.005842,               0.005842
                    129,                0.96657,                 2.0184,                0.77253,                 1.2497,                0.91696,                0.83242,                0.86802,                0.77335,                0.91381,                0.82775,                0.85355,                0.72465,                0.40741,                0.79011,                0.37559,                0.93965,               0.005809,               0.005809,               0.005809
                    130,                0.97259,                 2.0338,                0.78006,                 1.2561,                0.91601,                0.83876,                 0.8711,                0.77295,                0.92474,                0.82522,                0.85651,                0.72282,                0.40881,                0.77355,                0.37419,                0.93753,               0.005776,               0.005776,               0.005776
                    131,                0.97616,                 2.0258,                0.77667,                 1.2554,                0.91903,                0.83475,                0.87066,                0.77242,                0.91799,                 0.8278,                0.85657,                0.72222,                0.41196,                0.78913,                0.37779,                0.93859,               0.005743,               0.005743,               0.005743
                    132,                0.95786,                  1.999,                0.76414,                 1.2436,                0.91442,                0.83601,                0.86766,                0.76945,                0.91036,                0.82361,                0.85184,                0.71855,                0.41241,                0.78681,                0.37995,                0.93869,                0.00571,                0.00571,                0.00571
                    133,                0.96498,                 2.0141,                0.76693,                 1.2503,                0.91432,                0.83297,                0.86934,                0.77003,                0.91218,                0.82615,                0.85588,                0.71762,                0.41072,                0.78362,                0.37563,                 0.9394,               0.005677,               0.005677,               0.005677
                    134,                0.96232,                 2.0044,                0.76607,                 1.2466,                0.93094,                0.82925,                0.87234,                0.77614,                0.92416,                0.82246,                0.85787,                0.72068,                0.40585,                0.79071,                0.37096,                0.93871,               0.005644,               0.005644,               0.005644
                    135,                0.95756,                 1.9924,                0.76588,                 1.2452,                0.92836,                0.82715,                 0.8705,                0.77101,                0.92285,                0.82115,                0.85476,                0.71571,                 0.4129,                0.78613,                0.37894,                0.93746,               0.005611,               0.005611,               0.005611
                    136,                 0.9498,                 1.9766,                0.75648,                 1.2413,                 0.9114,                0.84029,                0.86944,                0.77247,                0.90957,                0.82933,                0.85385,                0.71892,                0.40889,                0.78349,                0.37515,                0.93924,               0.005578,               0.005578,               0.005578
                    137,                 0.9588,                 2.0037,                0.76142,                 1.2459,                0.92888,                0.82481,                0.86927,                0.76884,                0.92402,                0.81825,                0.85517,                0.71576,                0.41148,                  0.783,                0.37662,                0.93796,               0.005545,               0.005545,               0.005545
                    138,                 0.9578,                 1.9985,                0.76023,                 1.2463,                0.90931,                0.84303,                0.86817,                0.77113,                0.90118,                0.83514,                0.85565,                0.71878,                0.40956,                0.78433,                0.37355,                0.93698,               0.005512,               0.005512,               0.005512
                    139,                 0.9503,                  1.973,                0.75469,                 1.2415,                0.91452,                0.83678,                0.87049,                0.77489,                0.91092,                0.82788,                0.85744,                0.72295,                 0.4103,                0.78625,                0.37542,                0.93912,               0.005479,               0.005479,               0.005479
                    140,                0.95686,                 1.9894,                0.75824,                 1.2453,                0.92403,                0.82983,                0.87127,                0.77524,                0.92035,                0.82236,                0.85838,                 0.7222,                0.41189,                0.78332,                0.37536,                0.93878,               0.005446,               0.005446,               0.005446
                    141,                0.95149,                 1.9792,                0.75587,                 1.2428,                0.90755,                0.84083,                0.87114,                0.77584,                0.90465,                0.83053,                0.85538,                0.72041,                0.41073,                0.78382,                0.37242,                0.93745,               0.005413,               0.005413,               0.005413
                    142,                0.95672,                 1.9887,                0.75736,                 1.2407,                0.91822,                0.83458,                0.86955,                0.77288,                0.91406,                0.83012,                0.85607,                0.72198,                0.41087,                0.78193,                 0.3716,                0.93747,                0.00538,                0.00538,                0.00538
                    143,                0.96041,                 1.9847,                0.76139,                  1.247,                0.92294,                0.83187,                0.86947,                0.77447,                0.91668,                0.82564,                0.85561,                0.72038,                0.40669,                0.79164,                0.37145,                 0.9355,               0.005347,               0.005347,               0.005347
                    144,                0.95288,                 1.9894,                0.76217,                 1.2385,                0.92211,                0.82966,                0.86907,                0.77079,                0.92223,                0.82173,                0.85484,                0.72226,                0.40797,                0.78463,                0.36888,                0.93437,               0.005314,               0.005314,               0.005314
                    145,                0.95342,                  1.983,                0.75868,                 1.2389,                0.93155,                0.82426,                 0.8694,                0.77623,                0.92438,                0.82106,                0.85613,                0.72388,                0.40721,                0.77321,                0.37275,                0.93477,               0.005281,               0.005281,               0.005281
                    146,                  0.946,                 1.9714,                0.74591,                 1.2313,                0.91958,                0.83235,                0.87123,                0.77517,                0.91301,                0.82585,                 0.8561,                0.72019,                0.40546,                0.78678,                0.37353,                 0.9342,               0.005248,               0.005248,               0.005248
                    147,                0.96406,                 1.9951,                0.75724,                 1.2436,                0.91935,                 0.8314,                0.87353,                0.77511,                0.91715,                0.82439,                0.85796,                0.72438,                0.40721,                0.78052,                0.37098,                 0.9338,               0.005215,               0.005215,               0.005215
                    148,                0.94932,                 1.9718,                0.74662,                 1.2285,                0.93031,                0.82979,                0.87367,                0.77756,                 0.9187,                0.82296,                0.85688,                0.72441,                0.40617,                0.78041,                 0.3675,                0.93435,               0.005182,               0.005182,               0.005182
                    149,                 0.9477,                 1.9834,                0.74988,                 1.2376,                0.92028,                 0.8356,                0.87264,                0.77636,                0.91001,                0.83122,                0.85622,                0.72298,                0.40308,                0.77297,                0.36865,                 0.9339,               0.005149,               0.005149,               0.005149
                    150,                0.94537,                 1.9772,                0.74993,                 1.2328,                0.92376,                0.83405,                0.87141,                0.77697,                 0.9174,                0.83178,                0.85863,                0.72539,                0.40388,                0.78599,                0.37091,                 0.9327,               0.005116,               0.005116,               0.005116
                    151,                0.95246,                 1.9787,                0.75292,                 1.2414,                 0.9149,                0.83317,                0.87049,                0.77761,                0.91201,                0.82572,                 0.8567,                0.72195,                0.40595,                0.79057,                0.37042,                 0.9332,               0.005083,               0.005083,               0.005083
                    152,                0.94477,                 1.9651,                0.74088,                 1.2282,                0.91979,                0.82881,                0.86867,                0.77728,                0.91634,                0.82176,                0.85357,                0.72256,                0.40406,                0.78488,                0.36703,                0.93391,                0.00505,                0.00505,                0.00505
                    153,                0.94372,                 1.9613,                0.74336,                 1.2279,                0.92169,                0.83037,                0.86782,                0.77433,                0.92277,                0.82591,                0.85642,                0.72026,                0.40649,                0.78093,                0.36874,                0.93262,               0.005017,               0.005017,               0.005017
                    154,                0.94267,                 1.9581,                0.74258,                 1.2313,                0.90664,                0.84007,                 0.8698,                0.77497,                0.90284,                0.83443,                0.85765,                0.72153,                0.40338,                 0.7824,                0.36809,                0.93177,               0.004984,               0.004984,               0.004984
                    155,                0.92983,                 1.9357,                0.73246,                 1.2236,                0.91183,                 0.8367,                0.87203,                 0.7766,                0.90999,                0.83005,                0.85678,                0.72334,                0.40452,                0.77678,                 0.3683,                0.93313,               0.004951,               0.004951,               0.004951
                    156,                 0.9443,                 1.9701,                0.74738,                  1.233,                0.91192,                0.83891,                0.86997,                 0.7766,                0.91006,                0.83099,                0.85599,                0.72266,                0.40069,                0.78558,                 0.3646,                0.92947,               0.004918,               0.004918,               0.004918
                    157,                0.93645,                 1.9515,                0.73723,                 1.2262,                0.91682,                0.83226,                0.87266,                0.77631,                 0.9224,                0.82154,                0.85888,                0.72281,                0.40218,                0.77108,                0.36434,                0.93147,               0.004885,               0.004885,               0.004885
                    158,                0.93969,                 1.9622,                 0.7409,                 1.2277,                0.91237,                 0.8399,                 0.8724,                0.77708,                0.92132,                0.82486,                0.85883,                0.72343,                 0.4013,                0.77333,                0.36892,                0.93139,               0.004852,               0.004852,               0.004852
                    159,                0.93801,                 1.9445,                0.73667,                 1.2252,                0.91192,                0.83819,                0.87118,                0.77756,                0.90782,                0.83318,                0.85908,                0.72613,                0.39833,                0.76766,                0.36966,                0.93008,               0.004819,               0.004819,               0.004819
                    160,                 0.9441,                 1.9708,                0.74491,                  1.228,                0.91184,                 0.8418,                0.87225,                0.77581,                0.90624,                0.83172,                0.85792,                0.72332,                0.39869,                0.77137,                0.36544,                0.93015,               0.004786,               0.004786,               0.004786
                    161,                0.93873,                 1.9605,                0.74214,                  1.228,                0.91371,                0.84069,                0.87381,                0.77807,                0.91755,                 0.8243,                 0.8545,                0.72163,                0.40193,                0.75757,                0.36394,                0.93277,               0.004753,               0.004753,               0.004753
                    162,                0.93505,                  1.944,                0.73374,                 1.2207,                0.93001,                0.82994,                0.87348,                0.77738,                 0.9243,                0.82361,                0.85839,                0.72358,                0.39899,                0.76389,                0.36627,                0.93002,                0.00472,                0.00472,                0.00472
                    163,                0.94448,                 1.9746,                0.74094,                  1.226,                0.92184,                0.82993,                0.87164,                0.77557,                0.92085,                0.81999,                0.85694,                0.71971,                0.40032,                0.77701,                0.36509,                0.93292,               0.004687,               0.004687,               0.004687
                    164,                0.93067,                 1.9367,                0.73288,                 1.2201,                0.91731,                0.83528,                 0.8728,                0.77856,                0.92768,                0.81879,                0.85889,                0.72396,                0.39518,                0.77834,                0.36416,                 0.9288,               0.004654,               0.004654,               0.004654
                    165,                0.94087,                   1.96,                0.73878,                 1.2303,                0.92344,                0.82946,                 0.8715,                0.77757,                0.92123,                0.82128,                0.85948,                0.72375,                0.39859,                0.77114,                 0.3638,                 0.9306,               0.004621,               0.004621,               0.004621
                    166,                0.92833,                 1.9329,                0.73345,                 1.2179,                0.92059,                0.83614,                0.87174,                0.77999,                0.92293,                0.82389,                0.85928,                0.72275,                0.39703,                0.76765,                0.36292,                0.93024,               0.004588,               0.004588,               0.004588
                    167,                0.92735,                 1.9339,                 0.7308,                 1.2172,                0.91769,                0.83838,                0.87277,                0.77832,                0.92609,                0.81967,                0.85851,                 0.7231,                0.39678,                0.76811,                0.36612,                0.92888,               0.004555,               0.004555,               0.004555
                    168,                0.92689,                 1.9359,                0.72708,                 1.2203,                0.92155,                0.83615,                0.87217,                0.77915,                0.91717,                0.82453,                0.85926,                0.72248,                0.39374,                0.75502,                0.36411,                0.92802,               0.004522,               0.004522,               0.004522
                    169,                0.93461,                 1.9572,                 0.7376,                 1.2269,                0.93013,                0.83175,                0.87071,                0.77634,                0.92034,                0.82247,                0.85678,                0.72009,                0.39456,                0.75708,                0.36508,                0.92811,               0.004489,               0.004489,               0.004489
                    170,                0.94166,                 1.9554,                0.73544,                 1.2259,                0.92248,                0.83198,                0.87133,                0.77879,                0.91887,                0.81989,                 0.8577,                0.72464,                0.39659,                0.76125,                0.36687,                0.92818,               0.004456,               0.004456,               0.004456
                    171,                0.93928,                  1.962,                0.73645,                 1.2275,                0.91876,                0.82923,                0.87257,                0.77957,                0.91811,                0.81805,                 0.8578,                0.72311,                0.39472,                 0.7586,                0.36287,                0.92793,               0.004423,               0.004423,               0.004423
                    172,                0.92584,                 1.9385,                0.72806,                 1.2173,                0.91517,                0.83642,                0.87169,                0.78002,                 0.9211,                0.81657,                 0.8574,                0.72303,                0.39499,                0.75926,                0.36303,                0.92923,                0.00439,                0.00439,                0.00439
                    173,                0.92818,                 1.9321,                0.73061,                 1.2217,                0.92366,                0.83103,                0.87449,                0.78018,                0.92531,                0.82217,                 0.8589,                0.72731,                0.39378,                0.75482,                0.36562,                0.92876,               0.004357,               0.004357,               0.004357
                    174,                0.92354,                  1.931,                0.72375,                 1.2134,                0.92176,                0.83623,                0.87436,                0.77983,                0.91829,                0.82731,                0.86015,                0.72769,                0.39667,                0.75274,                0.36235,                0.92876,               0.004324,               0.004324,               0.004324
                    175,                0.92867,                 1.9329,                0.72707,                   1.22,                0.92978,                0.83025,                0.87257,                 0.7795,                0.92638,                0.82278,                0.86001,                0.72468,                0.39482,                0.75528,                0.35941,                0.92658,               0.004291,               0.004291,               0.004291
                    176,                0.92025,                 1.9108,                0.72017,                 1.2115,                 0.9253,                0.83186,                0.87493,                0.78187,                0.92129,                0.82667,                0.86267,                0.72628,                0.39556,                0.76171,                0.36094,                0.92709,               0.004258,               0.004258,               0.004258
                    177,                0.92909,                 1.9402,                0.72794,                 1.2169,                0.92766,                0.83164,                0.87693,                0.78222,                0.92133,                0.82376,                0.86087,                0.72459,                0.39406,                0.75789,                 0.3595,                0.92584,               0.004225,               0.004225,               0.004225
                    178,                0.92225,                 1.9306,                  0.721,                 1.2128,                0.93487,                0.83034,                0.87845,                0.78331,                 0.9256,                0.82193,                0.86046,                0.72432,                0.39171,                0.75675,                0.36158,                0.92575,               0.004192,               0.004192,               0.004192
                    179,                0.92895,                 1.9306,                0.72485,                 1.2181,                0.92998,                0.83004,                0.87508,                0.78222,                0.91438,                0.82747,                0.85926,                0.72317,                 0.3915,                0.74653,                0.36094,                0.92499,               0.004159,               0.004159,               0.004159
                    180,                0.92298,                 1.9327,                0.72296,                 1.2113,                0.93169,                0.82887,                0.87442,                0.78423,                0.92377,                0.82156,                0.85957,                0.72472,                0.39078,                0.75025,                0.36045,                0.92608,               0.004126,               0.004126,               0.004126
                    181,                0.91612,                 1.8978,                0.71001,                 1.2059,                0.92808,                0.83255,                0.87525,                0.78441,                0.91979,                0.82753,                0.86157,                0.72728,                0.38729,                0.74946,                0.35638,                0.92351,               0.004093,               0.004093,               0.004093
                    182,                0.92108,                  1.919,                0.71896,                 1.2107,                0.93186,                0.82848,                0.87559,                0.78511,                 0.9301,                0.82331,                0.86234,                   0.73,                0.38824,                0.75412,                0.35737,                 0.9254,                0.00406,                0.00406,                0.00406
                    183,                0.92762,                 1.9239,                0.71875,                 1.2138,                0.92726,                0.83272,                0.87549,                0.78391,                0.91991,                0.82591,                0.86016,                0.72672,                0.38989,                0.75355,                0.35851,                0.92645,               0.004027,               0.004027,               0.004027
                    184,                0.91796,                 1.9198,                0.71937,                 1.2084,                0.92373,                0.83562,                0.87456,                0.78427,                0.91787,                0.83041,                0.86047,                0.72851,                0.38992,                0.74989,                0.35938,                0.92551,               0.003994,               0.003994,               0.003994
                    185,                0.91966,                 1.9132,                0.71495,                 1.2077,                0.92699,                0.83285,                0.87411,                0.78474,                0.92347,                0.82658,                0.86318,                0.73022,                0.38882,                0.75534,                0.35837,                0.92573,               0.003961,               0.003961,               0.003961
                    186,                0.92115,                 1.9292,                0.71767,                 1.2124,                0.91936,                0.84092,                0.87623,                0.78381,                0.91439,                0.83306,                0.86113,                0.72755,                0.38871,                0.75552,                0.35887,                0.92523,               0.003928,               0.003928,               0.003928
                    187,                  0.919,                  1.914,                 0.7138,                 1.2065,                0.92313,                0.83752,                0.87665,                0.78573,                0.91677,                0.82891,                0.86014,                 0.7259,                0.38859,                0.76113,                 0.3587,                0.92454,               0.003895,               0.003895,               0.003895
                    188,                0.91728,                 1.9208,                0.71292,                 1.2068,                0.92976,                0.82979,                0.87523,                 0.7852,                 0.9274,                0.82024,                0.86162,                0.73081,                0.38845,                  0.759,                0.35772,                0.92441,               0.003862,               0.003862,               0.003862
                    189,                0.92341,                 1.9118,                0.71504,                 1.2129,                0.92259,                0.83546,                0.87459,                0.78413,                0.92348,                0.82404,                0.86341,                0.72844,                0.38952,                0.76311,                0.35858,                0.92624,               0.003829,               0.003829,               0.003829
                    190,                  0.921,                  1.913,                 0.7152,                  1.209,                0.93079,                0.82608,                0.87483,                0.78433,                0.92197,                0.82035,                0.86067,                0.72799,                0.39019,                0.76411,                0.35809,                0.92688,               0.003796,               0.003796,               0.003796
                    191,                0.91764,                 1.9041,                 0.7151,                 1.2092,                0.93381,                0.82713,                0.87612,                 0.7838,                0.93081,                0.81446,                 0.8604,                0.72596,                0.39081,                0.76655,                0.35909,                0.92733,               0.003763,               0.003763,               0.003763
                    192,                0.91313,                 1.9061,                0.71322,                 1.2071,                0.93244,                0.82938,                0.87548,                 0.7833,                0.92699,                0.81876,                0.86088,                0.72645,                0.39036,                0.76695,                0.35817,                0.92701,                0.00373,                0.00373,                0.00373
                    193,                0.91042,                  1.895,                0.70915,                 1.2076,                0.92669,                0.83201,                0.87524,                0.78218,                0.91746,                0.82428,                0.86001,                0.72502,                0.39081,                0.76489,                0.35843,                0.92657,               0.003697,               0.003697,               0.003697
                    194,                0.90504,                 1.8862,                 0.7053,                 1.2039,                0.93412,                0.82594,                0.87609,                0.78348,                0.92128,                0.82354,                0.86102,                0.72579,                0.39018,                0.76336,                0.35834,                0.92631,               0.003664,               0.003664,               0.003664
                    195,                0.91546,                  1.904,                0.71068,                 1.2077,                0.92317,                0.83256,                 0.8755,                0.78321,                0.90952,                0.83153,                 0.8622,                0.72709,                0.38699,                0.75558,                0.35569,                0.92527,               0.003631,               0.003631,               0.003631
                    196,                0.91373,                 1.9078,                0.70848,                 1.2092,                0.90791,                0.84335,                 0.8751,                0.78527,                0.90664,                0.83373,                 0.8627,                0.72608,                0.38485,                0.75244,                0.35233,                0.92328,               0.003598,               0.003598,               0.003598
                    197,                0.91384,                 1.8972,                0.71112,                 1.2047,                  0.934,                0.82496,                0.87607,                0.78679,                0.92756,                 0.8175,                0.86191,                0.72649,                0.38512,                0.75363,                0.35279,                0.92525,               0.003565,               0.003565,               0.003565
                    198,                0.91779,                  1.909,                0.70905,                 1.2054,                0.92973,                0.83251,                0.87713,                0.78765,                0.92364,                0.82116,                0.86038,                0.72719,                0.38423,                0.74368,                0.35199,                0.92479,               0.003532,               0.003532,               0.003532
                    199,                0.90556,                  1.879,                0.70362,                 1.2011,                0.91809,                0.84085,                0.87674,                0.78613,                0.90688,                0.82866,                 0.8596,                0.72714,                0.38673,                0.74603,                0.35446,                0.92474,               0.003499,               0.003499,               0.003499
                    200,                0.90677,                 1.8877,                0.70447,                 1.2028,                0.92009,                0.83812,                0.87594,                0.78514,                0.92821,                0.81903,                0.86122,                0.72766,                0.38689,                0.75018,                0.35573,                0.92461,               0.003466,               0.003466,               0.003466
                    201,                0.89392,                 1.8593,                 0.6904,                 1.1902,                0.92895,                0.82956,                0.87611,                0.78531,                 0.9296,                0.81841,                0.86118,                 0.7271,                0.38503,                0.75424,                0.35676,                0.92288,               0.003433,               0.003433,               0.003433
                    202,                0.91628,                 1.8954,                0.70888,                 1.2006,                0.92477,                0.83653,                0.87608,                0.78446,                0.92988,                0.81875,                0.86197,                0.72767,                0.38562,                0.75104,                0.35533,                0.92351,                 0.0034,                 0.0034,                 0.0034
                    203,                0.90561,                 1.8865,                0.70693,                 1.2033,                0.92097,                 0.8387,                0.87618,                0.78499,                0.92808,                0.82193,                0.86268,                0.72777,                0.38676,                0.75627,                0.35498,                0.92432,               0.003367,               0.003367,               0.003367
                    204,                0.90674,                 1.8984,                0.70735,                 1.2035,                0.91832,                0.84127,                0.87533,                0.78656,                0.91899,                0.82884,                0.86299,                0.72744,                0.38618,                0.75391,                0.35357,                0.92405,               0.003334,               0.003334,               0.003334
                    205,                0.90233,                 1.8733,                0.69749,                 1.1963,                0.92251,                0.83872,                0.87583,                0.78698,                0.92344,                0.82773,                0.86181,                0.72766,                0.38311,                0.75468,                0.35356,                0.92302,               0.003301,               0.003301,               0.003301
                    206,                0.90677,                 1.8954,                0.70234,                 1.1975,                0.92008,                0.83771,                 0.8767,                 0.7886,                0.92411,                0.82003,                0.86176,                0.72895,                0.38228,                0.75758,                0.35274,                0.92285,               0.003268,               0.003268,               0.003268
                    207,                0.90143,                 1.8951,                0.69736,                 1.1896,                0.91641,                0.84387,                0.87602,                0.78836,                 0.9274,                0.81637,                0.86167,                0.72822,                0.38185,                0.75616,                0.35319,                0.92227,               0.003235,               0.003235,               0.003235
                    208,                0.89894,                 1.8593,                0.69202,                 1.1923,                0.92202,                0.83883,                0.87692,                0.78821,                0.92433,                0.82281,                0.86184,                0.72886,                0.38247,                0.75676,                0.35266,                0.92273,               0.003202,               0.003202,               0.003202
                    209,                 0.8979,                 1.8665,                0.69393,                 1.1928,                0.92934,                0.83227,                0.87689,                0.78817,                0.92302,                0.82563,                0.86344,                0.72914,                0.38118,                0.75878,                0.35118,                0.92174,               0.003169,               0.003169,               0.003169
                    210,                 0.8971,                 1.8639,                0.69297,                 1.1927,                0.91376,                0.84545,                 0.8778,                0.78943,                0.92538,                0.82206,                0.86462,                0.73096,                0.38125,                0.75795,                0.35155,                0.92137,               0.003136,               0.003136,               0.003136
                    211,                0.90124,                  1.877,                0.69595,                 1.1901,                0.91296,                0.84646,                0.87786,                0.78894,                0.93178,                0.81856,                0.86379,                 0.7291,                 0.3816,                0.75781,                0.35179,                0.92159,               0.003103,               0.003103,               0.003103
                    212,                0.89696,                 1.8666,                0.69425,                 1.1882,                 0.9171,                0.84544,                0.87775,                0.78945,                0.93638,                0.81634,                0.86455,                0.72944,                0.38052,                0.75845,                0.35088,                0.92105,                0.00307,                0.00307,                0.00307
                    213,                0.89721,                 1.8763,                0.69309,                 1.1883,                0.91963,                0.84509,                0.87794,                0.79024,                 0.9107,                0.83567,                0.86494,                0.72895,                0.38043,                0.76367,                0.35011,                0.92172,               0.003037,               0.003037,               0.003037
                    214,                0.88818,                 1.8532,                0.68863,                 1.1905,                0.92338,                 0.8395,                0.87811,                0.78888,                0.91546,                0.83097,                0.86515,                0.72722,                0.38149,                0.76243,                0.35019,                0.92265,               0.003004,               0.003004,               0.003004
                    215,                0.89642,                 1.8619,                0.68888,                  1.189,                0.92988,                 0.8326,                0.87751,                0.78853,                0.92061,                0.82675,                0.86322,                0.72705,                0.38073,                0.76297,                 0.3505,                0.92197,               0.002971,               0.002971,               0.002971
                    216,                0.90599,                 1.8893,                0.70039,                 1.1958,                0.91784,                0.84659,                0.87657,                0.78851,                0.91049,                0.83801,                0.86418,                0.72728,                0.37998,                0.76089,                0.35041,                0.92004,               0.002938,               0.002938,               0.002938
                    217,                0.89591,                 1.8533,                0.68686,                  1.188,                0.92012,                0.84666,                0.87605,                0.78886,                0.91098,                0.83852,                0.86395,                0.72868,                0.38032,                0.76086,                0.35099,                0.92118,               0.002905,               0.002905,               0.002905
                    218,                0.88288,                 1.8356,                0.68082,                 1.1874,                0.92122,                0.84576,                0.87642,                0.78924,                0.91503,                0.83315,                0.86325,                 0.7268,                0.38061,                0.76518,                 0.3502,                0.92065,               0.002872,               0.002872,               0.002872
