                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                 1.3907,                 2.6299,                 1.1224,                 1.3264,                0.99267,                0.94746,                0.97182,                0.93327,                0.99111,                0.94596,                0.96859,                0.89369,                0.31153,                0.58454,                0.24258,                0.83052,               0.006403,               0.006403,               0.006403
                    112,                 1.3937,                 2.6401,                 1.1227,                 1.3245,                0.99249,                0.94766,                0.97189,                0.93364,                0.99093,                0.94616,                 0.9689,                0.89398,                0.31114,                0.58531,                0.24204,                0.83008,                0.00637,                0.00637,                0.00637
                    113,                 1.3964,                 2.6372,                   1.13,                 1.3234,                0.99202,                 0.9483,                0.97227,                0.93332,                0.99046,                0.94681,                0.96906,                0.89345,                0.30986,                0.58683,                0.24136,                 0.8294,               0.006337,               0.006337,               0.006337
                    114,                  1.395,                 2.6455,                   1.13,                 1.3268,                0.99305,                0.94805,                0.97209,                0.93289,                0.99149,                0.94651,                0.96867,                0.89416,                0.31008,                0.58756,                0.24191,                0.82925,               0.006304,               0.006304,               0.006304
                    115,                 1.3956,                 2.6386,                 1.1232,                 1.3214,                0.99249,                  0.948,                0.97219,                0.93322,                0.99168,                0.94587,                0.96896,                0.89438,                0.31011,                0.58694,                 0.2417,                0.82913,               0.006271,               0.006271,               0.006271
                    116,                 1.3895,                 2.6379,                 1.1251,                 1.3222,                0.99334,                0.94792,                0.97239,                0.93308,                0.99151,                0.94605,                0.96885,                0.89418,                0.31004,                0.58564,                0.24078,                0.82912,               0.006238,               0.006238,               0.006238
                    117,                 1.3901,                 2.6308,                 1.1224,                 1.3198,                0.99317,                0.94812,                0.97236,                0.93323,                0.99188,                0.94665,                0.96916,                0.89463,                0.30867,                0.58505,                0.23976,                0.82817,               0.006205,               0.006205,               0.006205
                    118,                 1.3853,                 2.6238,                 1.1169,                 1.3159,                0.99285,                 0.9481,                0.97234,                0.93366,                0.99148,                0.94625,                0.96945,                0.89412,                0.30794,                0.58329,                0.23946,                 0.8276,               0.006172,               0.006172,               0.006172
                    119,                 1.3966,                 2.6447,                 1.1279,                 1.3187,                0.99338,                0.94801,                0.97232,                0.93433,                0.99204,                0.94662,                0.96932,                0.89369,                0.30734,                0.58126,                0.23941,                0.82707,               0.006139,               0.006139,               0.006139
                    120,                 1.3887,                 2.6383,                 1.1213,                 1.3181,                0.99308,                0.94847,                0.97236,                0.93433,                0.99218,                0.94679,                0.96956,                0.89378,                0.30717,                0.57975,                0.23933,                0.82669,               0.006106,               0.006106,               0.006106
                    121,                 1.3896,                 2.6322,                 1.1191,                  1.315,                0.99371,                 0.9482,                0.97241,                0.93457,                0.99247,                 0.9469,                0.96945,                0.89427,                0.30655,                0.57819,                0.23906,                0.82603,               0.006073,               0.006073,               0.006073
                    122,                 1.3815,                 2.6175,                 1.1143,                 1.3115,                0.99288,                0.94909,                0.97228,                0.93442,                0.99185,                0.94789,                0.96948,                0.89461,                0.30587,                0.57826,                0.23765,                0.82557,                0.00604,                0.00604,                0.00604
                    123,                 1.3816,                 2.6244,                 1.1134,                 1.3103,                0.99268,                0.94904,                0.97249,                0.93492,                0.99187,                0.94816,                0.96954,                0.89412,                0.30514,                0.57719,                0.23684,                0.82529,               0.006007,               0.006007,               0.006007
                    124,                 1.3879,                 2.6274,                 1.1199,                  1.312,                0.99261,                0.94971,                0.97236,                0.93487,                0.99157,                0.94851,                0.96973,                0.89482,                0.30534,                0.57665,                 0.2372,                0.82525,               0.005974,               0.005974,               0.005974
                    125,                 1.3908,                 2.6311,                 1.1179,                 1.3116,                0.99275,                0.94976,                0.97255,                0.93476,                0.99167,                0.94839,                0.96959,                0.89501,                0.30523,                0.57645,                0.23725,                0.82506,               0.005941,               0.005941,               0.005941
                    126,                 1.3822,                 2.6038,                  1.104,                 1.3052,                0.99273,                 0.9498,                0.97259,                0.93486,                0.99168,                0.94835,                0.96977,                0.89542,                0.30476,                0.57573,                0.23675,                0.82454,               0.005908,               0.005908,               0.005908
                    127,                 1.3895,                 2.6313,                  1.118,                 1.3072,                0.99219,                0.94995,                0.97263,                0.93504,                0.99106,                0.94847,                0.96973,                0.89493,                0.30392,                 0.5749,                0.23657,                  0.824,               0.005875,               0.005875,               0.005875
                    128,                 1.3824,                 2.6116,                 1.1057,                 1.3023,                0.99217,                0.94989,                 0.9727,                0.93508,                0.99097,                0.94873,                0.96953,                 0.8953,                0.30328,                0.57354,                0.23591,                0.82362,               0.005842,               0.005842,               0.005842
                    129,                 1.3768,                 2.6147,                 1.1081,                 1.3013,                0.99254,                0.94967,                0.97272,                0.93515,                0.99116,                0.94854,                0.96927,                0.89589,                0.30296,                0.57296,                0.23575,                 0.8233,               0.005809,               0.005809,               0.005809
                    130,                 1.3817,                 2.6074,                 1.1025,                 1.3019,                0.99376,                0.94843,                0.97293,                0.93576,                 0.9922,                0.94814,                0.96958,                 0.8963,                0.30265,                0.57185,                0.23548,                0.82297,               0.005776,               0.005776,               0.005776
                    131,                 1.3807,                 2.6121,                 1.1039,                  1.299,                0.99399,                0.94841,                0.97297,                0.93544,                0.99273,                0.94754,                0.96948,                0.89616,                0.30219,                0.57092,                0.23506,                0.82269,               0.005743,               0.005743,               0.005743
                    132,                 1.3806,                   2.62,                 1.1071,                 1.2994,                0.99396,                0.94895,                0.97269,                0.93542,                 0.9929,                  0.948,                0.96963,                0.89621,                0.30184,                0.57054,                0.23469,                0.82243,                0.00571,                0.00571,                0.00571
                    133,                 1.3757,                 2.6086,                 1.1024,                 1.2989,                0.99368,                0.94885,                 0.9728,                 0.9357,                0.99246,                0.94803,                0.96979,                0.89607,                0.30186,                0.56989,                0.23449,                0.82236,               0.005677,               0.005677,               0.005677
                    134,                  1.375,                 2.6092,                 1.0954,                 1.2921,                0.99376,                  0.949,                0.97289,                  0.936,                0.99267,                0.94805,                0.96989,                0.89667,                0.30135,                0.56982,                0.23407,                0.82211,               0.005644,               0.005644,               0.005644
                    135,                 1.3765,                 2.6098,                 1.1017,                 1.2955,                 0.9937,                0.94926,                0.97284,                0.93616,                0.99256,                0.94832,                0.97002,                0.89646,                0.30114,                0.56909,                0.23399,                0.82194,               0.005611,               0.005611,               0.005611
                    136,                 1.3707,                 2.6025,                 1.0914,                 1.2935,                0.99334,                0.94926,                0.97288,                0.93675,                0.99221,                0.94824,                0.97032,                0.89604,                0.30068,                0.56782,                0.23371,                 0.8216,               0.005578,               0.005578,               0.005578
                    137,                 1.3715,                 2.6045,                 1.0947,                 1.2909,                0.99317,                0.94938,                0.97289,                0.93654,                0.99208,                0.94842,                0.97024,                0.89603,                0.30024,                0.56706,                0.23344,                0.82131,               0.005545,               0.005545,               0.005545
                    138,                 1.3734,                 2.6113,                 1.0934,                 1.2898,                0.99375,                0.94942,                0.97298,                0.93663,                0.99272,                0.94842,                0.97016,                0.89633,                0.29981,                0.56719,                0.23327,                0.82099,               0.005512,               0.005512,               0.005512
                    139,                 1.3824,                 2.6208,                 1.1022,                 1.2984,                 0.9936,                0.94939,                0.97313,                0.93715,                0.99257,                0.94839,                0.96999,                0.89684,                0.29931,                0.56642,                0.23276,                0.82074,               0.005479,               0.005479,               0.005479
                    140,                 1.3665,                    2.6,                 1.0927,                 1.2859,                0.99362,                0.94909,                0.97333,                0.93728,                0.99242,                0.94827,                0.96999,                0.89707,                0.29895,                0.56596,                0.23207,                0.82031,               0.005446,               0.005446,               0.005446
                    141,                 1.3564,                 2.5746,                 1.0775,                 1.2814,                0.99376,                0.94931,                0.97326,                0.93738,                0.99269,                0.94827,                0.97004,                0.89711,                0.29849,                 0.5665,                0.23191,                0.82002,               0.005413,               0.005413,               0.005413
                    142,                 1.3707,                 2.5898,                 1.0867,                 1.2832,                0.99354,                0.94944,                0.97333,                0.93745,                0.99234,                0.94827,                0.96999,                0.89725,                0.29817,                0.56604,                0.23169,                0.81973,                0.00538,                0.00538,                0.00538
                    143,                 1.3642,                 2.5897,                 1.0836,                 1.2818,                0.99357,                0.94952,                0.97334,                0.93716,                0.99237,                0.94836,                0.97014,                0.89736,                0.29794,                0.56571,                0.23162,                0.81951,               0.005347,               0.005347,               0.005347
                    144,                 1.3691,                 2.5992,                 1.0866,                 1.2819,                 0.9939,                0.94896,                0.97317,                0.93752,                0.99215,                0.94835,                0.97046,                0.89751,                 0.2974,                0.56556,                0.23113,                0.81917,               0.005314,               0.005314,               0.005314
                    145,                 1.3658,                  2.593,                 1.0866,                 1.2849,                 0.9936,                0.94914,                0.97332,                0.93762,                0.99196,                0.94818,                0.97048,                0.89777,                0.29732,                0.56492,                  0.231,                0.81898,               0.005281,               0.005281,               0.005281
                    146,                 1.3531,                 2.5721,                 1.0784,                 1.2777,                0.99356,                0.94917,                0.97342,                 0.9375,                0.99246,                0.94823,                0.97065,                0.89763,                0.29693,                0.56494,                0.23067,                0.81873,               0.005248,               0.005248,               0.005248
                    147,                 1.3627,                 2.5907,                   1.08,                 1.2819,                0.99336,                0.94903,                0.97344,                0.93772,                0.99226,                0.94807,                 0.9707,                0.89797,                0.29659,                0.56432,                0.23044,                0.81848,               0.005215,               0.005215,               0.005215
                    148,                 1.3633,                 2.5865,                 1.0764,                 1.2761,                0.99359,                0.94877,                0.97355,                0.93742,                0.99256,                0.94777,                0.97066,                  0.898,                0.29629,                0.56385,                0.23007,                 0.8182,               0.005182,               0.005182,               0.005182
                    149,                 1.3623,                 2.5859,                 1.0753,                 1.2803,                0.99417,                0.94875,                0.97369,                0.93749,                0.99314,                0.94775,                0.97059,                0.89828,                0.29608,                0.56347,                0.22958,                  0.818,               0.005149,               0.005149,               0.005149
                    150,                 1.3634,                 2.5863,                 1.0812,                 1.2788,                0.99398,                0.94904,                 0.9737,                0.93749,                0.99295,                0.94804,                0.97061,                0.89811,                 0.2957,                0.56252,                 0.2295,                0.81775,               0.005116,               0.005116,               0.005116
                    151,                 1.3551,                 2.5777,                 1.0665,                   1.27,                 0.9941,                0.94888,                0.97369,                0.93744,                0.99324,                0.94804,                0.97061,                0.89836,                0.29569,                0.56238,                0.22945,                0.81753,               0.005083,               0.005083,               0.005083
                    152,                 1.3772,                 2.5968,                 1.0858,                 1.2828,                0.99392,                0.94908,                0.97381,                0.93755,                0.99307,                0.94815,                0.97035,                0.89861,                0.29566,                0.56189,                0.22923,                 0.8173,                0.00505,                0.00505,                0.00505
                    153,                 1.3637,                 2.5886,                 1.0763,                 1.2754,                0.99391,                0.94911,                0.97383,                0.93757,                0.99289,                0.94808,                0.97057,                0.89855,                 0.2955,                0.56144,                0.22919,                0.81703,               0.005017,               0.005017,               0.005017
                    154,                  1.368,                 2.5952,                 1.0765,                 1.2729,                0.99392,                0.94913,                0.97384,                0.93752,                0.99289,                0.94809,                0.97079,                0.89845,                0.29544,                  0.561,                0.22908,                0.81681,               0.004984,               0.004984,               0.004984
                    155,                 1.3638,                 2.5867,                 1.0758,                 1.2746,                0.99392,                0.94933,                0.97382,                0.93779,                 0.9929,                0.94827,                0.97079,                0.89863,                0.29506,                0.56053,                0.22881,                0.81657,               0.004951,               0.004951,               0.004951
                    156,                 1.3597,                 2.5753,                 1.0743,                 1.2702,                0.99368,                0.94924,                0.97391,                0.93782,                0.99278,                0.94819,                0.97079,                0.89876,                0.29496,                0.56061,                0.22881,                0.81645,               0.004918,               0.004918,               0.004918
                    157,                 1.3588,                 2.5873,                 1.0724,                 1.2682,                0.99327,                0.94956,                0.97397,                0.93754,                 0.9927,                0.94825,                0.97093,                0.89927,                0.29478,                0.55938,                0.22861,                0.81629,               0.004885,               0.004885,               0.004885
                    158,                 1.3508,                 2.5715,                 1.0629,                 1.2673,                 0.9933,                0.94965,                0.97376,                0.93795,                0.99266,                0.94834,                0.97095,                0.89941,                0.29455,                0.55895,                0.22848,                 0.8161,               0.004852,               0.004852,               0.004852
                    159,                 1.3559,                 2.5673,                 1.0634,                 1.2661,                0.99346,                0.94959,                0.97402,                0.93756,                0.99264,                 0.9485,                0.97106,                0.89956,                0.29437,                0.55893,                0.22831,                0.81601,               0.004819,               0.004819,               0.004819
                    160,                 1.3582,                 2.5724,                 1.0602,                 1.2676,                0.99318,                0.94972,                0.97392,                0.93775,                0.99272,                0.94839,                0.97103,                0.89953,                0.29416,                0.55855,                0.22799,                0.81583,               0.004786,               0.004786,               0.004786
                    161,                 1.3441,                 2.5586,                 1.0541,                 1.2619,                0.99314,                0.94933,                0.97391,                0.93796,                 0.9922,                0.94854,                0.97104,                0.89941,                0.29421,                0.55862,                0.22773,                0.81575,               0.004753,               0.004753,               0.004753
                    162,                 1.3542,                 2.5699,                 1.0669,                 1.2674,                0.99306,                0.94941,                0.97387,                0.93786,                 0.9922,                0.94857,                0.97093,                0.89954,                0.29402,                  0.559,                0.22747,                 0.8155,                0.00472,                0.00472,                0.00472
                    163,                 1.3535,                 2.5761,                 1.0642,                 1.2665,                0.99313,                0.94985,                0.97405,                0.93811,                0.99245,                0.94868,                  0.971,                 0.8994,                0.29377,                0.55876,                 0.2276,                0.81533,               0.004687,               0.004687,               0.004687
                    164,                 1.3486,                 2.5627,                 1.0537,                 1.2604,                0.99144,                0.95096,                0.97401,                0.93811,                0.99244,                0.94902,                0.97098,                0.89948,                0.29363,                0.55848,                 0.2274,                0.81516,               0.004654,               0.004654,               0.004654
                    165,                 1.3707,                 2.5932,                 1.0741,                 1.2705,                0.99321,                0.94988,                0.97406,                0.93802,                0.99236,                0.94905,                0.97102,                0.89939,                0.29334,                0.55832,                0.22726,                0.81495,               0.004621,               0.004621,               0.004621
                    166,                 1.3467,                 2.5583,                 1.0502,                  1.259,                0.98904,                0.95348,                0.97397,                0.93808,                0.99235,                0.94925,                  0.971,                0.89966,                0.29314,                0.55858,                0.22723,                0.81479,               0.004588,               0.004588,               0.004588
                    167,                 1.3599,                 2.5792,                 1.0651,                 1.2631,                0.98915,                0.95358,                0.97404,                0.93789,                0.99227,                0.94941,                0.97109,                0.89953,                0.29287,                0.55852,                0.22709,                0.81455,               0.004555,               0.004555,               0.004555
                    168,                 1.3521,                 2.5609,                  1.056,                 1.2575,                0.98917,                0.95365,                0.97401,                0.93791,                0.99233,                0.94965,                0.97104,                0.89972,                0.29275,                0.55814,                0.22714,                0.81441,               0.004522,               0.004522,               0.004522
                    169,                 1.3453,                 2.5485,                 1.0479,                 1.2544,                0.98898,                0.95365,                0.97406,                0.93798,                0.99219,                0.94936,                0.97101,                0.90012,                0.29269,                0.55796,                0.22706,                0.81431,               0.004489,               0.004489,               0.004489
                    170,                 1.3558,                   2.57,                  1.059,                 1.2616,                0.98909,                0.95357,                0.97408,                0.93802,                0.99189,                0.94948,                0.97094,                0.89985,                0.29258,                0.55808,                0.22682,                0.81407,               0.004456,               0.004456,               0.004456
                    171,                 1.3499,                 2.5665,                 1.0583,                 1.2578,                0.98898,                0.95373,                 0.9741,                0.93792,                0.99207,                0.94959,                0.97111,                0.89975,                0.29214,                0.55798,                0.22646,                0.81389,               0.004423,               0.004423,               0.004423
                    172,                 1.3413,                 2.5487,                 1.0427,                  1.251,                0.98899,                0.95379,                0.97413,                0.93799,                0.99196,                0.94918,                0.97094,                 0.9003,                0.29206,                0.55788,                 0.2262,                0.81378,                0.00439,                0.00439,                0.00439
                    173,                 1.3589,                 2.5721,                 1.0599,                 1.2612,                0.98915,                 0.9538,                0.97419,                0.93848,                  0.992,                 0.9491,                0.97086,                0.90005,                0.29197,                0.55779,                 0.2261,                0.81365,               0.004357,               0.004357,               0.004357
                    174,                 1.3393,                 2.5477,                 1.0459,                 1.2547,                0.98925,                0.95379,                0.97436,                 0.9387,                0.99203,                0.94905,                0.97094,                0.90052,                0.29185,                0.55767,                0.22613,                0.81351,               0.004324,               0.004324,               0.004324
                    175,                 1.3424,                 2.5479,                  1.045,                 1.2531,                0.98936,                0.95378,                0.97428,                0.93866,                0.99207,                0.94913,                0.97086,                0.90072,                0.29162,                0.55767,                0.22598,                0.81343,               0.004291,               0.004291,               0.004291
                    176,                 1.3473,                  2.558,                 1.0486,                 1.2562,                0.98938,                 0.9538,                0.97425,                0.93862,                 0.9921,                0.94899,                0.97083,                  0.901,                0.29149,                0.55762,                0.22613,                0.81331,               0.004258,               0.004258,               0.004258
                    177,                 1.3572,                  2.573,                 1.0551,                 1.2591,                0.98899,                0.95378,                0.97422,                0.93879,                0.99186,                0.94914,                0.97087,                 0.9007,                 0.2912,                0.55795,                0.22593,                 0.8132,               0.004225,               0.004225,               0.004225
                    178,                  1.349,                 2.5604,                 1.0491,                 1.2553,                0.99254,                0.95051,                 0.9743,                0.93887,                0.99169,                0.94909,                0.97086,                0.90074,                0.29105,                0.55769,                0.22578,                0.81309,               0.004192,               0.004192,               0.004192
                    179,                 1.3371,                 2.5376,                 1.0328,                 1.2461,                0.99202,                0.95084,                0.97427,                0.93894,                0.99169,                0.94949,                0.97092,                0.90072,                0.29097,                0.55789,                0.22585,                0.81299,               0.004159,               0.004159,               0.004159
                    180,                 1.3431,                 2.5503,                 1.0447,                 1.2517,                0.99252,                0.95062,                0.97438,                0.93916,                0.99168,                0.94961,                0.97095,                0.90105,                0.29098,                 0.5578,                0.22576,                0.81291,               0.004126,               0.004126,               0.004126
                    181,                 1.3502,                 2.5538,                 1.0433,                  1.251,                0.98914,                0.95366,                0.97431,                0.93904,                0.99154,                0.94962,                0.97105,                0.90107,                0.29102,                0.55769,                0.22576,                0.81276,               0.004093,               0.004093,               0.004093
                    182,                 1.3376,                 2.5438,                 1.0376,                 1.2481,                0.98892,                0.95373,                0.97432,                0.93889,                0.99147,                0.94963,                0.97106,                0.90115,                0.29092,                0.55766,                0.22561,                0.81271,                0.00406,                0.00406,                0.00406
                    183,                 1.3413,                 2.5508,                  1.042,                 1.2506,                0.98868,                0.95373,                0.97437,                0.93921,                0.99162,                0.94958,                0.97091,                0.90119,                0.29086,                0.55708,                0.22557,                0.81261,               0.004027,               0.004027,               0.004027
                    184,                 1.3359,                 2.5384,                  1.037,                 1.2469,                0.98909,                0.95371,                0.97449,                0.93917,                0.99168,                0.94965,                0.97097,                0.90122,                0.29083,                0.55695,                 0.2254,                0.81251,               0.003994,               0.003994,               0.003994
                    185,                 1.3372,                 2.5437,                 1.0333,                 1.2445,                0.98903,                0.95358,                 0.9744,                0.93909,                0.99166,                0.94968,                0.97093,                0.90134,                0.29073,                0.55655,                0.22502,                0.81235,               0.003961,               0.003961,               0.003961
                    186,                 1.3436,                 2.5535,                 1.0414,                 1.2505,                0.98915,                0.95353,                0.97449,                 0.9393,                0.99158,                0.94964,                0.97099,                 0.9011,                0.29067,                0.55617,                 0.2251,                0.81227,               0.003928,               0.003928,               0.003928
                    187,                 1.3305,                 2.5329,                 1.0297,                 1.2427,                0.98931,                0.95342,                0.97443,                0.93949,                0.99168,                0.94969,                0.97107,                0.90103,                 0.2906,                0.55618,                0.22492,                0.81226,               0.003895,               0.003895,               0.003895
                    188,                 1.3332,                  2.535,                 1.0303,                 1.2435,                0.98922,                0.95366,                0.97435,                0.93935,                0.99156,                0.94962,                0.97105,                0.90118,                0.29047,                0.55596,                0.22495,                 0.8122,               0.003862,               0.003862,               0.003862
                    189,                 1.3345,                 2.5312,                 1.0274,                 1.2453,                0.98922,                0.95369,                0.97436,                0.93933,                0.99156,                0.94961,                0.97104,                0.90112,                0.29039,                0.55593,                0.22468,                0.81214,               0.003829,               0.003829,               0.003829
                    190,                  1.336,                 2.5318,                 1.0266,                 1.2409,                0.98952,                 0.9534,                0.97436,                 0.9393,                0.99152,                0.94948,                0.97104,                0.90112,                0.29035,                0.55589,                0.22471,                0.81208,               0.003796,               0.003796,               0.003796
                    191,                 1.3464,                 2.5507,                 1.0357,                 1.2462,                0.98953,                0.95317,                0.97425,                0.93927,                 0.9915,                0.94969,                0.97105,                0.90085,                0.29019,                0.55574,                0.22441,                0.81196,               0.003763,               0.003763,               0.003763
                    192,                 1.3345,                  2.527,                 1.0288,                 1.2422,                 0.9902,                0.95261,                0.97434,                0.93916,                0.99125,                0.95005,                0.97105,                0.90084,                0.29004,                0.55568,                0.22445,                0.81189,                0.00373,                0.00373,                0.00373
                    193,                 1.3198,                 2.5183,                 1.0176,                 1.2427,                0.98997,                0.95281,                0.97424,                 0.9392,                0.99131,                0.95002,                0.97102,                0.90067,                   0.29,                0.55553,                 0.2244,                 0.8118,               0.003697,               0.003697,               0.003697
                    194,                 1.3345,                 2.5314,                 1.0253,                 1.2411,                0.99033,                 0.9524,                0.97433,                0.93946,                 0.9913,                0.95005,                0.97105,                0.90075,                0.28992,                0.55543,                0.22432,                0.81171,               0.003664,               0.003664,               0.003664
                    195,                 1.3358,                 2.5339,                 1.0278,                 1.2435,                0.99043,                0.95216,                0.97433,                0.93946,                0.99107,                0.95019,                0.97105,                0.90107,                0.28981,                0.55524,                0.22434,                0.81161,               0.003631,               0.003631,               0.003631
                    196,                 1.3267,                  2.515,                 1.0212,                 1.2391,                0.99037,                0.95223,                0.97432,                0.93979,                0.99172,                0.94943,                0.97105,                0.90102,                0.28973,                0.55513,                0.22411,                0.81154,               0.003598,               0.003598,               0.003598
                    197,                 1.3355,                 2.5331,                 1.0274,                 1.2411,                0.99029,                0.95222,                0.97431,                0.93931,                0.99177,                0.94951,                0.97116,                0.90078,                0.28969,                0.55493,                0.22417,                0.81149,               0.003565,               0.003565,               0.003565
                    198,                  1.336,                 2.5283,                 1.0285,                 1.2431,                0.99122,                0.95132,                0.97439,                0.93953,                0.99174,                0.94951,                0.97114,                0.90047,                0.28968,                0.55482,                0.22404,                0.81149,               0.003532,               0.003532,               0.003532
                    199,                 1.3301,                 2.5274,                 1.0204,                 1.2363,                0.99002,                0.95217,                0.97445,                0.93955,                0.99154,                0.94948,                0.97117,                0.90064,                0.28944,                0.55486,                0.22391,                0.81136,               0.003499,               0.003499,               0.003499
                    200,                 1.3283,                 2.5216,                 1.0185,                  1.237,                0.99059,                0.95179,                0.97444,                0.93976,                0.99147,                0.94994,                0.97116,                0.90089,                0.28935,                0.55471,                0.22383,                0.81128,               0.003466,               0.003466,               0.003466
                    201,                 1.3363,                   2.54,                 1.0287,                 1.2399,                0.99038,                0.95176,                0.97442,                0.93992,                0.99171,                0.94959,                0.97118,                0.90047,                0.28927,                0.55435,                 0.2239,                0.81121,               0.003433,               0.003433,               0.003433
                    202,                 1.3311,                 2.5225,                 1.0212,                 1.2376,                0.99042,                0.95183,                0.97444,                0.93981,                0.99169,                0.94962,                0.97109,                 0.9004,                0.28931,                 0.5543,                0.22385,                 0.8111,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.3282,                 2.5223,                 1.0223,                   1.24,                0.99027,                 0.9525,                0.97443,                0.94037,                0.99145,                0.95001,                0.97109,                0.90052,                0.28921,                0.55414,                0.22392,                0.81103,               0.003367,               0.003367,               0.003367
                    204,                 1.3258,                 2.5178,                 1.0158,                 1.2357,                0.99052,                0.95247,                0.97445,                0.93994,                0.99125,                0.95006,                 0.9711,                0.90075,                0.28921,                0.55407,                0.22389,                0.81101,               0.003334,               0.003334,               0.003334
                    205,                  1.325,                 2.5147,                  1.012,                 1.2349,                0.99062,                0.95203,                0.97441,                0.93993,                0.99126,                0.95004,                0.97115,                0.90109,                0.28919,                 0.5539,                0.22391,                0.81094,               0.003301,               0.003301,               0.003301
                    206,                 1.3236,                 2.5157,                 1.0074,                 1.2335,                 0.9907,                0.95167,                0.97448,                0.93977,                0.99124,                0.95008,                0.97118,                0.90067,                0.28918,                0.55382,                0.22412,                 0.8109,               0.003268,               0.003268,               0.003268
                    207,                 1.3339,                 2.5271,                 1.0212,                 1.2389,                0.99087,                0.95184,                0.97449,                0.93984,                0.99121,                 0.9499,                0.97115,                0.90103,                0.28909,                0.55358,                0.22404,                0.81082,               0.003235,               0.003235,               0.003235
                    208,                 1.3239,                 2.5151,                 1.0143,                 1.2314,                0.99088,                0.95176,                 0.9745,                 0.9403,                0.99078,                0.95025,                0.97118,                0.90101,                0.28914,                0.55345,                0.22398,                0.81074,               0.003202,               0.003202,               0.003202
                    209,                 1.3178,                 2.5001,                 1.0023,                 1.2274,                0.99106,                0.95157,                0.97451,                0.94003,                0.99084,                0.95022,                0.97111,                0.90091,                0.28911,                 0.5534,                0.22406,                0.81072,               0.003169,               0.003169,               0.003169
                    210,                 1.3298,                 2.5251,                 1.0169,                 1.2338,                0.99042,                0.95271,                0.97453,                0.94023,                 0.9912,                 0.9501,                0.97127,                0.90048,                0.28906,                0.55314,                0.22394,                0.81066,               0.003136,               0.003136,               0.003136
                    211,                 1.3209,                 2.5092,                 1.0052,                 1.2285,                0.99041,                0.95273,                0.97454,                0.94032,                0.99114,                0.95014,                0.97132,                0.90076,                0.28911,                0.55307,                0.22399,                0.81066,               0.003103,               0.003103,               0.003103
                    212,                 1.3239,                 2.5202,                 1.0107,                 1.2328,                0.99043,                0.95273,                0.97466,                 0.9401,                0.99106,                0.95017,                 0.9714,                0.90082,                0.28894,                0.55281,                0.22385,                 0.8106,                0.00307,                0.00307,                0.00307
                    213,                 1.3293,                 2.5164,                 1.0137,                 1.2345,                0.99036,                0.95276,                0.97457,                 0.9405,                0.99099,                0.95019,                0.97142,                0.90099,                0.28891,                0.55262,                0.22383,                0.81054,               0.003037,               0.003037,               0.003037
                    214,                 1.3147,                 2.5003,                 1.0009,                  1.228,                 0.9902,                0.95276,                0.97459,                0.94026,                0.99094,                0.95019,                0.97145,                0.90103,                0.28896,                0.55246,                 0.2238,                0.81047,               0.003004,               0.003004,               0.003004
                    215,                 1.3237,                 2.5148,                 1.0108,                 1.2347,                0.98992,                0.95285,                 0.9746,                0.94061,                 0.9907,                 0.9504,                0.97147,                0.90096,                  0.289,                0.55237,                0.22392,                0.81042,               0.002971,               0.002971,               0.002971
                    216,                 1.3197,                 2.5029,                 1.0002,                 1.2277,                0.99014,                0.95278,                0.97457,                 0.9403,                0.99067,                0.95042,                0.97148,                0.90094,                0.28902,                0.55229,                0.22385,                0.81037,               0.002938,               0.002938,               0.002938
                    217,                 1.3216,                 2.5107,                 1.0065,                 1.2296,                0.99013,                0.95291,                0.97454,                0.94048,                0.99067,                0.95042,                0.97142,                0.90083,                0.28914,                0.55208,                0.22387,                0.81034,               0.002905,               0.002905,               0.002905
                    218,                 1.3172,                 2.4973,                 1.0004,                 1.2282,                0.99001,                0.95283,                0.97456,                 0.9403,                0.99013,                0.95019,                 0.9713,                0.90098,                0.28941,                0.55202,                0.22391,                0.81027,               0.002872,               0.002872,               0.002872
                    219,                 1.3134,                  2.495,                0.99878,                 1.2274,                0.99016,                0.95297,                0.97461,                0.94022,                0.99045,                0.95018,                0.97126,                0.90105,                0.28953,                0.55183,                  0.224,                0.81024,               0.002839,               0.002839,               0.002839
                    220,                  1.316,                 2.4979,                0.99655,                 1.2228,                0.99013,                0.95294,                0.97471,                0.94029,                0.99043,                0.95019,                 0.9712,                0.90108,                0.28939,                0.55167,                0.22409,                0.81019,               0.002806,               0.002806,               0.002806
                    221,                 1.3139,                 2.5052,                 0.9946,                 1.2236,                0.99011,                  0.953,                0.97463,                0.94054,                0.99048,                0.95019,                0.97115,                0.90078,                0.28934,                0.55142,                0.22391,                0.81013,               0.002773,               0.002773,               0.002773
                    222,                 1.3192,                 2.5121,                0.99965,                 1.2287,                0.99015,                0.95296,                0.97459,                0.94067,                0.99038,                0.95019,                0.97126,                0.90102,                0.28937,                 0.5511,                0.22408,                0.81016,                0.00274,                0.00274,                0.00274
