                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.6828,                  3.109,                 1.5926,                 1.7182,                0.95973,                0.90772,                0.94873,                0.86869,                0.95776,                0.90554,                0.94538,                0.84802,                0.46659,                0.82718,                0.43454,                0.97277,               0.009703,               0.009703,               0.009703
                     12,                 1.6661,                 3.0808,                 1.5639,                 1.6963,                0.96877,                0.91246,                0.95143,                0.87296,                0.96722,                0.91124,                0.94757,                0.84563,                0.45852,                0.81224,                0.41758,                 0.9686,                0.00967,                0.00967,                0.00967
                     13,                 1.6413,                 3.0545,                 1.5321,                 1.6828,                0.97923,                0.91807,                0.95496,                 0.8737,                0.97772,                0.91515,                0.95086,                0.85651,                0.46251,                0.80026,                0.40107,                0.95905,               0.009637,               0.009637,               0.009637
                     14,                 1.6381,                 3.0493,                  1.527,                 1.6775,                0.96975,                0.91919,                0.95252,                0.87602,                0.96856,                  0.918,                0.94881,                 0.8546,                0.44984,                0.78911,                0.40282,                 0.9523,               0.009604,               0.009604,               0.009604
                     15,                 1.6397,                 3.0416,                 1.5128,                 1.6749,                 0.9736,                0.91984,                0.95548,                0.88325,                 0.9731,                0.91782,                0.95212,                0.85404,                0.44083,                 0.7935,                0.38587,                0.94495,               0.009571,               0.009571,               0.009571
                     16,                 1.6103,                 2.9993,                 1.4742,                 1.6506,                0.97931,                0.92239,                0.95664,                0.88857,                0.97769,                0.92158,                0.95321,                0.86044,                0.42578,                0.76699,                0.37562,                0.93551,               0.009538,               0.009538,               0.009538
                     17,                  1.612,                 3.0036,                 1.4687,                 1.6497,                0.97589,                0.92438,                0.95722,                0.89389,                0.97414,                 0.9227,                0.95439,                0.86085,                0.41061,                0.74885,                0.37403,                0.92778,               0.009505,               0.009505,               0.009505
                     18,                 1.6006,                 2.9825,                 1.4515,                 1.6428,                0.97893,                 0.9281,                0.95941,                0.89496,                0.97761,                0.92631,                 0.9552,                0.86628,                0.41103,                0.73529,                0.36455,                  0.929,               0.009472,               0.009472,               0.009472
                     19,                 1.5996,                 2.9872,                 1.4467,                 1.6386,                0.97828,                0.92674,                0.95765,                0.89231,                0.97789,                0.92522,                0.95574,                0.86259,                0.42096,                0.74256,                 0.3612,                0.93143,               0.009439,               0.009439,               0.009439
                     20,                 1.5844,                 2.9587,                 1.4298,                 1.6261,                0.97756,                 0.9297,                0.95826,                0.89397,                0.97504,                0.92979,                0.95525,                0.86356,                0.41336,                0.75552,                0.35715,                0.91955,               0.009406,               0.009406,               0.009406
                     21,                 1.5786,                 2.9526,                 1.4186,                  1.618,                0.98393,                 0.9266,                0.95933,                0.89389,                0.98253,                0.92527,                0.95643,                0.86609,                0.41645,                0.73572,                0.35712,                0.92198,               0.009373,               0.009373,               0.009373
                     22,                 1.5717,                 2.9372,                 1.3981,                 1.6065,                0.98257,                0.93049,                0.96026,                0.90074,                 0.9813,                 0.9294,                0.95758,                0.86853,                0.39664,                0.72487,                0.33779,                0.91512,                0.00934,                0.00934,                0.00934
                     23,                 1.5687,                 2.9342,                 1.3966,                 1.6054,                0.98155,                0.92851,                0.95968,                0.90268,                0.97981,                0.92684,                0.95613,                0.86857,                0.39571,                0.72107,                0.34078,                0.90703,               0.009307,               0.009307,               0.009307
                     24,                 1.5578,                 2.9185,                 1.3804,                 1.5954,                0.98456,                0.93339,                0.96113,                0.90225,                 0.9831,                 0.9313,                0.95859,                0.87114,                0.39019,                0.70465,                0.33713,                0.90625,               0.009274,               0.009274,               0.009274
                     25,                 1.5523,                 2.9131,                 1.3735,                 1.5908,                0.98362,                0.93372,                0.96171,                0.90305,                0.98164,                0.93172,                0.95854,                0.87112,                0.39061,                0.69578,                0.33091,                0.90365,               0.009241,               0.009241,               0.009241
                     26,                 1.5535,                 2.9115,                 1.3722,                 1.5899,                 0.9854,                  0.931,                0.96196,                0.90353,                0.98334,                 0.9308,                0.95851,                0.87509,                0.39722,                0.71146,                0.32893,                0.90824,               0.009208,               0.009208,               0.009208
                     27,                 1.5469,                 2.9011,                 1.3611,                 1.5766,                0.98031,                 0.9348,                0.96091,                 0.9022,                0.97928,                 0.9338,                0.95878,                0.87255,                0.39466,                 0.6985,                 0.3319,                0.90154,               0.009175,               0.009175,               0.009175
                     28,                 1.5446,                 2.8938,                 1.3479,                 1.5707,                0.98483,                0.93576,                0.96164,                 0.9046,                0.98393,                0.93542,                0.95965,                0.87326,                0.38715,                0.68929,                0.32436,                0.89769,               0.009142,               0.009142,               0.009142
                     29,                  1.544,                 2.8951,                 1.3526,                 1.5724,                0.98442,                0.93798,                0.96212,                0.90528,                0.98254,                0.93555,                0.95883,                0.87522,                0.39021,                0.68488,                0.32446,                0.89993,               0.009109,               0.009109,               0.009109
                     30,                 1.5401,                 2.8878,                 1.3466,                 1.5647,                0.97992,                0.93647,                0.96193,                0.90697,                0.97837,                0.93446,                0.95906,                0.87635,                0.38126,                0.67541,                0.32413,                0.89394,               0.009076,               0.009076,               0.009076
                     31,                 1.5242,                 2.8611,                  1.324,                 1.5531,                0.98524,                0.93411,                0.96283,                0.90868,                0.98361,                0.93254,                 0.9595,                0.87472,                 0.3758,                0.68243,                0.31836,                0.89271,               0.009043,               0.009043,               0.009043
                     32,                 1.5242,                  2.864,                 1.3219,                 1.5482,                0.98671,                0.93591,                0.96285,                 0.9084,                 0.9836,                0.93455,                 0.9604,                0.87748,                0.37574,                0.67636,                0.31289,                0.89087,                0.00901,                0.00901,                0.00901
                     33,                 1.5161,                 2.8556,                 1.3142,                 1.5446,                0.98535,                0.93856,                0.96289,                0.91091,                0.98397,                0.93723,                0.96036,                0.87658,                0.37352,                0.67085,                0.31089,                0.88915,               0.008977,               0.008977,               0.008977
                     34,                 1.5347,                 2.8763,                 1.3252,                 1.5512,                0.98369,                0.93893,                0.96298,                0.90981,                0.98205,                0.93816,                0.96025,                0.87723,                0.37222,                 0.6645,                 0.3088,                0.88683,               0.008944,               0.008944,               0.008944
                     35,                  1.516,                 2.8617,                 1.3172,                 1.5418,                0.98755,                0.93614,                0.96298,                0.91017,                0.98618,                0.93483,                0.95984,                0.87619,                0.37093,                0.66971,                0.30946,                0.88439,               0.008911,               0.008911,               0.008911
                     36,                 1.5172,                 2.8522,                 1.3041,                 1.5388,                0.98459,                0.93984,                0.96428,                0.91247,                0.98324,                0.93827,                0.96154,                0.88122,                0.36955,                0.65302,                0.30569,                0.88284,               0.008878,               0.008878,               0.008878
                     37,                 1.5039,                 2.8378,                 1.2905,                 1.5212,                0.98569,                0.93871,                0.96406,                 0.9135,                0.98445,                0.93756,                0.96042,                0.87945,                0.36172,                0.66419,                 0.3012,                   0.88,               0.008845,               0.008845,               0.008845
                     38,                 1.5013,                 2.8287,                 1.2917,                 1.5231,                 0.9878,                0.94101,                0.96354,                0.91271,                0.98574,                 0.9382,                0.96045,                0.87969,                0.36857,                 0.6739,                0.29904,                0.88076,               0.008812,               0.008812,               0.008812
                     39,                 1.4976,                 2.8252,                 1.2828,                  1.517,                0.98547,                0.94299,                0.96515,                0.91394,                0.98474,                0.94064,                0.96193,                  0.883,                0.36306,                0.65185,                0.29657,                0.87951,               0.008779,               0.008779,               0.008779
                     40,                 1.5067,                 2.8361,                 1.2859,                 1.5224,                0.98984,                0.93615,                0.96532,                0.91533,                0.98537,                0.93845,                0.96181,                0.87714,                0.36046,                0.65841,                0.29307,                0.87955,               0.008746,               0.008746,               0.008746
                     41,                 1.4935,                 2.8184,                 1.2806,                 1.5175,                0.98613,                0.94134,                0.96569,                0.91589,                0.98426,                0.94024,                0.96117,                0.88476,                0.35605,                0.63809,                0.29268,                0.87491,               0.008713,               0.008713,               0.008713
                     42,                 1.5009,                  2.822,                 1.2765,                 1.5147,                0.98608,                0.94443,                0.96538,                0.91381,                0.98482,                0.94227,                0.96232,                0.88041,                0.36505,                0.64845,                0.29518,                 0.8784,                0.00868,                0.00868,                0.00868
                     43,                 1.4919,                 2.8115,                 1.2695,                  1.507,                0.98891,                0.93966,                0.96527,                0.91672,                0.98722,                0.93849,                0.96192,                0.88126,                0.35419,                0.63317,                0.29134,                0.87282,               0.008647,               0.008647,               0.008647
                     44,                 1.4908,                 2.8093,                 1.2624,                 1.5027,                0.99009,                 0.9392,                0.96553,                0.91702,                0.98606,                 0.9393,                0.96256,                 0.8822,                0.35382,                 0.6308,                 0.2934,                0.87244,               0.008614,               0.008614,               0.008614
                     45,                 1.4872,                 2.8045,                 1.2618,                 1.4989,                0.98851,                0.94078,                0.96519,                0.91526,                0.98742,                 0.9396,                0.96282,                0.88245,                0.35705,                0.63861,                0.28969,                0.87164,               0.008581,               0.008581,               0.008581
                     46,                 1.4812,                 2.7912,                 1.2479,                 1.4872,                0.98923,                0.94122,                0.96508,                0.91528,                0.98717,                0.94093,                0.96186,                0.88082,                0.35885,                 0.6469,                0.28807,                0.87262,               0.008548,               0.008548,               0.008548
                     47,                 1.4753,                 2.7803,                 1.2425,                 1.4843,                0.99072,                0.94375,                 0.9668,                0.91787,                0.98882,                0.94192,                0.96276,                0.88353,                0.35396,                0.63387,                0.28256,                0.87059,               0.008515,               0.008515,               0.008515
                     48,                 1.4851,                 2.7956,                 1.2485,                 1.4879,                0.98625,                 0.9447,                0.96691,                0.91836,                0.98797,                0.94145,                0.96324,                 0.8813,                0.35373,                0.63373,                0.28558,                0.86849,               0.008482,               0.008482,               0.008482
                     49,                 1.4789,                 2.7922,                 1.2452,                 1.4876,                0.99176,                0.94083,                0.96641,                0.91674,                 0.9904,                0.93997,                0.96434,                0.88541,                0.35726,                0.63225,                0.28221,                0.86896,               0.008449,               0.008449,               0.008449
                     50,                 1.4773,                 2.7891,                 1.2436,                  1.482,                0.98978,                0.94242,                0.96712,                0.91967,                0.98805,                0.94075,                0.96351,                0.88297,                0.34522,                0.63315,                0.27922,                0.86459,               0.008416,               0.008416,               0.008416
                     51,                 1.4641,                 2.7672,                 1.2312,                 1.4737,                0.98866,                0.94344,                0.96693,                0.92098,                0.98608,                0.94282,                0.96328,                0.88427,                0.34542,                 0.6397,                0.28074,                 0.8644,               0.008383,               0.008383,               0.008383
                     52,                 1.4728,                 2.7816,                  1.243,                 1.4743,                0.99225,                0.94349,                0.96748,                0.92078,                0.99128,                0.94245,                0.96432,                0.88646,                0.35032,                0.62529,                0.27946,                0.86586,                0.00835,                0.00835,                0.00835
                     53,                 1.4647,                 2.7701,                 1.2279,                 1.4713,                0.98601,                0.94623,                0.96677,                0.92012,                0.98441,                0.94591,                0.96391,                 0.8836,                0.35252,                0.63152,                0.28154,                0.86578,               0.008317,               0.008317,               0.008317
                     54,                 1.4741,                 2.7803,                 1.2323,                 1.4743,                0.98575,                0.94708,                0.96715,                0.92161,                0.98434,                0.94651,                0.96421,                0.88885,                0.34408,                0.62572,                0.27448,                0.86297,               0.008284,               0.008284,               0.008284
                     55,                 1.4638,                 2.7579,                 1.2296,                 1.4634,                0.98903,                0.94299,                0.96772,                0.92167,                0.98764,                0.94166,                0.96473,                0.88593,                0.34454,                 0.6242,                0.27567,                0.86134,               0.008251,               0.008251,               0.008251
                     56,                 1.4568,                 2.7547,                 1.2241,                 1.4589,                0.98721,                0.94533,                0.96748,                0.92224,                0.98412,                0.94648,                0.96476,                0.88596,                0.34357,                0.62324,                0.27505,                0.86025,               0.008218,               0.008218,               0.008218
                     57,                 1.4622,                 2.7609,                 1.2248,                  1.461,                0.98942,                0.94533,                 0.9686,                0.92332,                0.98772,                0.94331,                0.96454,                0.88637,                0.33964,                0.61644,                0.27046,                0.86171,               0.008185,               0.008185,               0.008185
                     58,                 1.4624,                 2.7687,                 1.2201,                 1.4561,                0.98613,                0.94674,                 0.9669,                0.92237,                0.98446,                0.94525,                0.96408,                0.88693,                0.33845,                0.62315,                0.27269,                0.85893,               0.008152,               0.008152,               0.008152
                     59,                 1.4574,                  2.754,                 1.2228,                 1.4551,                0.99182,                0.94356,                0.96785,                0.92374,                0.98887,                0.94447,                0.96521,                0.88694,                0.33951,                0.62329,                0.27162,                0.85964,               0.008119,               0.008119,               0.008119
                     60,                 1.4566,                  2.752,                 1.2176,                 1.4488,                0.99004,                0.94509,                0.96687,                0.92217,                0.98837,                0.94424,                0.96496,                0.88659,                0.34435,                0.62293,                0.27319,                0.85989,               0.008086,               0.008086,               0.008086
                     61,                 1.4587,                 2.7483,                 1.2191,                 1.4483,                0.98903,                0.94378,                0.96756,                0.92431,                 0.9878,                0.94289,                0.96401,                0.88756,                0.33489,                 0.6287,                0.27109,                0.85748,               0.008053,               0.008053,               0.008053
                     62,                 1.4578,                 2.7513,                 1.2187,                 1.4415,                0.98628,                0.94619,                0.96737,                0.92288,                 0.9854,                0.94646,                0.96506,                0.88654,                0.33945,                0.62354,                0.27041,                0.85712,                0.00802,                0.00802,                0.00802
                     63,                 1.4551,                 2.7494,                 1.2224,                 1.4419,                0.98719,                0.94613,                0.96817,                0.92472,                0.98704,                0.94498,                0.96515,                0.88782,                0.33471,                0.62413,                0.26792,                0.85605,               0.007987,               0.007987,               0.007987
                     64,                  1.458,                 2.7365,                 1.2169,                 1.4364,                0.98742,                0.94691,                0.96886,                0.92509,                0.98601,                 0.9462,                0.96537,                0.88687,                0.33645,                0.62342,                 0.2683,                0.85638,               0.007954,               0.007954,               0.007954
                     65,                 1.4495,                 2.7378,                 1.2145,                   1.43,                0.99034,                0.94611,                0.96887,                0.92417,                0.98878,                0.94461,                0.96493,                 0.8863,                0.33569,                0.61332,                0.26885,                0.85591,               0.007921,               0.007921,               0.007921
                     66,                 1.4546,                 2.7376,                 1.2115,                  1.424,                0.99063,                0.94535,                0.96791,                 0.9243,                0.98977,                0.94451,                0.96476,                0.88653,                0.33434,                0.62046,                 0.2686,                0.85529,               0.007888,               0.007888,               0.007888
                     67,                 1.4542,                 2.7494,                 1.2151,                  1.426,                0.98924,                0.94546,                0.96787,                0.92598,                0.98682,                0.94557,                0.96451,                0.88681,                0.33501,                0.62256,                0.26759,                0.85419,               0.007855,               0.007855,               0.007855
                     68,                 1.4411,                 2.7223,                 1.2062,                 1.4222,                0.98879,                0.94535,                0.96808,                0.92609,                0.98688,                0.94628,                0.96482,                0.88667,                0.33157,                0.61794,                0.26452,                0.85263,               0.007822,               0.007822,               0.007822
                     69,                 1.4451,                 2.7298,                 1.2028,                  1.419,                  0.991,                0.94626,                0.96834,                0.92437,                0.98962,                0.94496,                0.96506,                0.88617,                0.33085,                0.61848,                0.26545,                0.85153,               0.007789,               0.007789,               0.007789
                     70,                 1.4369,                 2.7198,                 1.1987,                 1.4158,                0.99195,                0.94457,                 0.9694,                0.92626,                0.99047,                0.94424,                0.96601,                0.88676,                0.32886,                0.62161,                0.26265,                0.84988,               0.007756,               0.007756,               0.007756
                     71,                 1.4464,                 2.7292,                 1.2091,                 1.4204,                0.98996,                0.94625,                0.96871,                0.92619,                0.98625,                0.94558,                0.96574,                0.88743,                0.32928,                0.61797,                0.26458,                0.85098,               0.007723,               0.007723,               0.007723
                     72,                 1.4396,                 2.7243,                 1.2035,                 1.4147,                0.98875,                 0.9482,                 0.9689,                0.92554,                0.98702,                0.94654,                0.96535,                0.88646,                0.33153,                0.61295,                0.26412,                0.85019,                0.00769,                0.00769,                0.00769
                     73,                 1.4335,                 2.7128,                 1.1974,                 1.4049,                0.98978,                0.94581,                0.96927,                0.92645,                0.98759,                0.94504,                0.96481,                0.88738,                0.32823,                0.60742,                0.26232,                0.84887,               0.007657,               0.007657,               0.007657
                     74,                  1.442,                 2.7187,                 1.2032,                 1.4087,                0.99126,                0.94543,                0.96881,                0.92641,                0.98911,                0.94603,                0.96586,                0.88765,                0.33059,                0.61466,                0.26086,                 0.8508,               0.007624,               0.007624,               0.007624
                     75,                 1.4249,                 2.6989,                 1.1908,                 1.3984,                0.98984,                0.94665,                0.96943,                0.92709,                0.98801,                0.94542,                0.96595,                0.88789,                0.32839,                0.61279,                0.26176,                0.84928,               0.007591,               0.007591,               0.007591
                     76,                 1.4406,                 2.7188,                 1.1987,                 1.4027,                0.98744,                0.94746,                0.96922,                0.92814,                0.98584,                0.94534,                0.96576,                0.88973,                0.32649,                 0.6114,                0.25842,                0.84856,               0.007558,               0.007558,               0.007558
                     77,                 1.4303,                 2.7055,                 1.1872,                 1.3932,                0.98904,                0.94672,                 0.9696,                  0.928,                0.98756,                0.94556,                0.96668,                0.88895,                0.32579,                0.61203,                0.25761,                0.84629,               0.007525,               0.007525,               0.007525
                     78,                 1.4257,                 2.6986,                 1.1851,                 1.3915,                0.99053,                0.94594,                0.96954,                0.92815,                0.98915,                0.94461,                 0.9665,                0.88906,                 0.3279,                0.61323,                0.25836,                0.84643,               0.007492,               0.007492,               0.007492
                     79,                  1.442,                 2.7233,                 1.1967,                 1.3965,                0.99046,                0.94657,                 0.9693,                0.92876,                0.98807,                0.94532,                0.96565,                0.88953,                0.32598,                0.60598,                0.25876,                0.84574,               0.007459,               0.007459,               0.007459
                     80,                 1.4268,                 2.6946,                 1.1836,                 1.3846,                0.99151,                0.94674,                0.96944,                0.92899,                0.99033,                 0.9452,                 0.9666,                0.89023,                0.32544,                0.60526,                0.25735,                0.84492,               0.007426,               0.007426,               0.007426
                     81,                  1.423,                 2.6921,                 1.1798,                 1.3875,                 0.9929,                0.94592,                0.96996,                0.92857,                0.99111,                0.94455,                0.96716,                0.89022,                0.32366,                0.60981,                0.25536,                0.84399,               0.007393,               0.007393,               0.007393
                     82,                 1.4287,                 2.7037,                 1.1871,                 1.3867,                0.99154,                0.94635,                 0.9703,                0.92936,                0.98986,                0.94513,                0.96726,                0.89114,                0.32435,                0.60275,                0.25502,                0.84401,                0.00736,                0.00736,                0.00736
                     83,                 1.4332,                  2.702,                  1.182,                  1.386,                0.99262,                0.94506,                0.97002,                0.92891,                0.99051,                0.94398,                0.96683,                0.89038,                0.32375,                0.60193,                0.25496,                0.84364,               0.007327,               0.007327,               0.007327
                     84,                 1.4286,                 2.7026,                 1.1854,                 1.3868,                0.99175,                0.94643,                0.97049,                0.92899,                0.98937,                0.94563,                0.96672,                 0.8905,                0.32421,                 0.6026,                0.25355,                0.84351,               0.007294,               0.007294,               0.007294
                     85,                 1.4202,                 2.6914,                 1.1732,                 1.3747,                0.99087,                0.94596,                0.97044,                0.92823,                0.98694,                0.94805,                0.96707,                0.89074,                0.32222,                0.59902,                0.25286,                0.84152,               0.007261,               0.007261,               0.007261
                     86,                 1.4222,                 2.6905,                 1.1807,                 1.3793,                0.98995,                0.94673,                 0.9701,                0.92895,                0.98641,                0.94868,                0.96664,                0.89193,                0.32259,                0.60126,                0.25247,                 0.8422,               0.007228,               0.007228,               0.007228
                     87,                 1.4211,                 2.6791,                  1.167,                   1.37,                0.99128,                0.94601,                0.96947,                0.92947,                0.98904,                0.94668,                0.96718,                0.89186,                0.32195,                0.59945,                0.25323,                0.84132,               0.007195,               0.007195,               0.007195
                     88,                 1.4171,                 2.6801,                 1.1651,                 1.3692,                0.98869,                0.94897,                0.97006,                0.93001,                0.98718,                0.94847,                0.96689,                0.89171,                0.32223,                0.60241,                0.25202,                0.84075,               0.007162,               0.007162,               0.007162
                     89,                 1.4185,                 2.6739,                 1.1596,                 1.3678,                0.98941,                0.94874,                0.96991,                0.93073,                0.98868,                0.94757,                0.96711,                0.89124,                0.31886,                0.59924,                0.25102,                0.83991,               0.007129,               0.007129,               0.007129
                     90,                 1.4218,                 2.6831,                 1.1661,                 1.3685,                0.98801,                0.94909,                0.97095,                0.93039,                0.98647,                0.94868,                0.96753,                0.89151,                0.31979,                0.59828,                 0.2522,                 0.8394,               0.007096,               0.007096,               0.007096
                     91,                 1.4233,                 2.6826,                 1.1729,                 1.3694,                0.98882,                0.94927,                0.97112,                 0.9305,                0.98813,                 0.9486,                0.96695,                0.89168,                0.32024,                0.59589,                0.25124,                0.83933,               0.007063,               0.007063,               0.007063
                     92,                 1.4073,                 2.6684,                 1.1559,                 1.3619,                0.98938,                0.94829,                0.97048,                0.93072,                 0.9887,                0.94762,                0.96757,                0.89261,                0.32055,                0.59546,                0.25061,                0.83907,                0.00703,                0.00703,                0.00703
                     93,                 1.4177,                 2.6727,                 1.1629,                  1.364,                0.99013,                0.94751,                  0.971,                0.93038,                0.98668,                0.94942,                0.96767,                0.89195,                0.31975,                 0.5952,                0.25072,                0.83865,               0.006997,               0.006997,               0.006997
                     94,                 1.3986,                 2.6521,                 1.1454,                 1.3523,                0.99206,                 0.9473,                0.97055,                0.93079,                0.98942,                0.94719,                0.96745,                0.89227,                0.31992,                0.59379,                0.25071,                0.83872,               0.006964,               0.006964,               0.006964
                     95,                 1.4049,                 2.6595,                 1.1478,                 1.3541,                0.99122,                0.94781,                0.97047,                0.92992,                0.98966,                0.94648,                0.96708,                0.89257,                0.31892,                0.59316,                0.24997,                0.83793,               0.006931,               0.006931,               0.006931
                     96,                 1.4132,                 2.6689,                   1.16,                  1.355,                0.99144,                0.94785,                0.97099,                0.93033,                0.99031,                0.94675,                0.96732,                0.89161,                0.32053,                0.59615,                0.25023,                0.83834,               0.006898,               0.006898,               0.006898
                     97,                 1.4095,                 2.6737,                 1.1577,                 1.3526,                0.99236,                0.94749,                0.97072,                0.93036,                0.98979,                0.94673,                0.96708,                 0.8912,                0.32021,                0.59525,                0.24962,                0.83809,               0.006865,               0.006865,               0.006865
                     98,                  1.415,                 2.6761,                 1.1579,                  1.352,                0.99211,                 0.9476,                0.97105,                0.93106,                0.99027,                0.94597,                0.96766,                0.89105,                0.31973,                0.59656,                0.24946,                0.83742,               0.006832,               0.006832,               0.006832
                     99,                 1.3987,                 2.6553,                  1.147,                 1.3452,                0.99116,                0.94782,                0.97119,                0.93112,                0.98938,                0.94728,                0.96775,                0.89145,                0.31982,                0.59652,                0.24849,                0.83683,               0.006799,               0.006799,               0.006799
                    100,                 1.4095,                 2.6627,                 1.1494,                 1.3483,                0.98889,                0.95083,                0.97126,                0.93085,                0.98783,                0.94988,                0.96785,                  0.892,                 0.3184,                0.59094,                0.24883,                0.83587,               0.006766,               0.006766,               0.006766
                    101,                 1.4087,                 2.6683,                 1.1529,                 1.3484,                0.98984,                0.94959,                0.97128,                0.93123,                0.98882,                0.94825,                0.96753,                0.89273,                0.31801,                0.58706,                0.24815,                0.83562,               0.006733,               0.006733,               0.006733
                    102,                 1.4034,                 2.6599,                 1.1451,                 1.3432,                0.99077,                0.94867,                0.97114,                0.93164,                0.98924,                0.94773,                0.96812,                0.89244,                 0.3178,                0.58837,                0.24855,                0.83535,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.4079,                 2.6672,                 1.1521,                 1.3462,                 0.9919,                0.94714,                0.97138,                0.93173,                0.99137,                0.94508,                0.96813,                0.89247,                 0.3168,                0.59156,                0.24797,                0.83478,               0.006667,               0.006667,               0.006667
                    104,                 1.4061,                  2.657,                 1.1432,                  1.341,                0.99154,                0.94806,                0.97155,                0.93195,                0.99051,                0.94621,                0.96788,                0.89265,                0.31728,                 0.5911,                 0.2476,                0.83467,               0.006634,               0.006634,               0.006634
                    105,                 1.3942,                 2.6456,                 1.1328,                 1.3338,                0.99127,                0.94845,                0.97184,                 0.9319,                0.99018,                0.94709,                0.96797,                0.89229,                0.31657,                0.59092,                  0.247,                0.83379,               0.006601,               0.006601,               0.006601
                    106,                 1.3929,                 2.6409,                 1.1312,                 1.3317,                0.99151,                0.94808,                0.97214,                0.93272,                   0.99,                0.94703,                0.96817,                 0.8925,                0.31626,                0.58823,                 0.2459,                 0.8333,               0.006568,               0.006568,               0.006568
                    107,                 1.4017,                 2.6556,                 1.1414,                 1.3394,                0.99118,                0.94843,                0.97168,                 0.9323,                0.98987,                0.94689,                0.96851,                 0.8926,                0.31578,                 0.5859,                0.24528,                0.83291,               0.006535,               0.006535,               0.006535
                    108,                 1.3906,                  2.635,                  1.126,                  1.327,                0.99165,                0.94754,                0.97193,                0.93238,                0.99084,                0.94589,                0.96864,                 0.8931,                  0.314,                0.58328,                  0.244,                0.83212,               0.006502,               0.006502,               0.006502
                    109,                 1.3957,                 2.6545,                 1.1329,                   1.33,                0.99198,                0.94742,                0.97205,                0.93308,                0.99042,                0.94592,                0.96863,                0.89312,                0.31303,                0.58286,                0.24329,                0.83163,               0.006469,               0.006469,               0.006469
                    110,                  1.397,                 2.6396,                 1.1249,                  1.326,                0.99243,                0.94721,                0.97195,                0.93282,                0.99087,                0.94572,                0.96884,                0.89347,                 0.3123,                 0.5836,                0.24315,                0.83112,               0.006436,               0.006436,               0.006436
